"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]","Average temperature [°C]","Precipitation amount [mm]"
"Kittilä Pakatti","2015","2","20","02:00","69","-2.1","-1"
"Kittilä Pakatti","2015","2","21","02:00","69","-4.8","-1"
"Kittilä Pakatti","2015","2","22","02:00","68","-2.2","-1"
"Kittilä Pakatti","2015","2","23","02:00","68","-8.9","0.6"
"Kittilä Pakatti","2015","2","24","02:00","67","-0.7","0.7"
"Kittilä Pakatti","2015","2","25","02:00","69","-0.4","0.4"
"Kittilä Pakatti","2015","2","26","02:00","69","0.3","0.9"
"Kittilä Pakatti","2015","2","27","02:00","69","-0.4","0.9"
"Kittilä Pakatti","2015","2","28","02:00","70","-0.2","-1"
"Kittilä Pakatti","2015","3","1","02:00","69","0.1","0.9"
"Kittilä Pakatti","2015","3","2","02:00","69","0.3","0.3"
"Kittilä Pakatti","2015","3","3","02:00","69","0.6","0.1"
"Kittilä Pakatti","2015","3","4","02:00","68","0","4.6"
"Kittilä Pakatti","2015","3","5","02:00","69","-3.7","1.3"
"Kittilä Pakatti","2015","3","6","02:00","71","-1.6","0.9"
"Kittilä Pakatti","2015","3","7","02:00","71","-1.9","8.5"
"Kittilä Pakatti","2015","3","8","02:00","79","1.1","-1"
"Kittilä Pakatti","2015","3","9","02:00","78","0.5","-1"
"Kittilä Pakatti","2015","3","10","02:00","77","-2.8","2.4"
"Kittilä Pakatti","2015","3","11","02:00","80","-3.8","-1"
"Kittilä Pakatti","2015","3","12","02:00","79","-0.6","-1"
"Kittilä Pakatti","2015","3","13","02:00","78","-0.4","-1"
"Kittilä Pakatti","2015","3","14","02:00","77","1.5","-1"
"Kittilä Pakatti","2015","3","15","02:00","77","-0.7","-1"
"Kittilä Pakatti","2015","3","16","02:00","76","-0.2","-1"
"Kittilä Pakatti","2015","3","17","02:00","76","1.2","-1"
"Kittilä Pakatti","2015","3","18","02:00","75","1.3","-1"
"Kittilä Pakatti","2015","3","19","02:00","75","-0.3","1.7"
"Kittilä Pakatti","2015","3","20","02:00","75","-5.5","0.1"
"Kittilä Pakatti","2015","3","21","02:00","75","-11","-1"
"Kittilä Pakatti","2015","3","22","02:00","75","-11.3","3.4"
"Kittilä Pakatti","2015","3","23","02:00","81","-4.9","0.8"
"Kittilä Pakatti","2015","3","24","02:00","81","-7.5","-1"
"Kittilä Pakatti","2015","3","25","02:00","81","-9.8","-1"
"Kittilä Pakatti","2015","3","26","02:00","79","-4.4","-1"
"Kittilä Pakatti","2015","3","27","02:00","78","-5.1","1.9"
"Kittilä Pakatti","2015","3","28","02:00","79","-1.5","4"
"Kittilä Pakatti","2015","3","29","02:00","82","-0.8","0.6"
"Kittilä Pakatti","2015","3","30","03:00","82","0.5","6.4"
"Kittilä Pakatti","2015","3","31","03:00","87","-0.3","7.3"
"Kittilä Pakatti","2015","4","1","03:00","90","0.2","2.7"
"Kittilä Pakatti","2015","4","2","03:00","87","-0.5","0.2"
"Kittilä Pakatti","2015","4","3","03:00","85","0.1","2"
"Kittilä Pakatti","2015","4","4","03:00","85","0.3","-1"
"Kittilä Pakatti","2015","4","5","03:00","84","2","-1"
"Kittilä Pakatti","2015","4","6","03:00","83","1.4","-1"
"Kittilä Pakatti","2015","4","7","03:00","83","4.8","-1"
"Kittilä Pakatti","2015","4","8","03:00","80","2.5","-1"
"Kittilä Pakatti","2015","4","9","03:00","77","0.6","1.5"
"Kittilä Pakatti","2015","4","10","03:00","77","-1.7","3"
"Kittilä Pakatti","2015","4","11","03:00","79","-1.2","-1"
"Kittilä Pakatti","2015","4","12","03:00","79","0","1.6"
"Kittilä Pakatti","2015","4","13","03:00","76","2","5.9"
"Kittilä Pakatti","2015","4","14","03:00","75","1.7","3.2"
"Kittilä Pakatti","2015","4","15","03:00","74","2","3.1"
"Kittilä Pakatti","2015","4","16","03:00","72","0.9","0.1"
"Kittilä Pakatti","2015","4","17","03:00","72","1.8","-1"
"Kittilä Pakatti","2015","4","18","03:00","70","4","-1"
"Kittilä Pakatti","2015","4","19","03:00","66","4.2","-1"
"Kittilä Pakatti","2015","4","20","03:00","62","2.9","-1"
"Kittilä Pakatti","2015","4","21","03:00","60","5","0.2"
"Kittilä Pakatti","2015","4","22","03:00","56","3.1","-1"
"Kittilä Pakatti","2015","4","23","03:00","53","0.7","0.2"
"Kittilä Pakatti","2015","4","24","03:00","52","-0.5","-1"
"Kittilä Pakatti","2015","4","25","03:00","51","-2.4","-1"
"Kittilä Pakatti","2015","4","26","03:00","51","-1.5","-1"
"Kittilä Pakatti","2015","4","27","03:00","50","-1.1","1.8"
"Kittilä Pakatti","2015","4","28","03:00","50","-0.6","-1"
"Kittilä Pakatti","2015","4","29","03:00","51","-1.5","-1"
"Kittilä Pakatti","2015","4","30","03:00","50","1.1","1.5"
"Kittilä Pakatti","2015","5","1","03:00","51","2.1","4"
"Kittilä Pakatti","2015","5","2","03:00","47","2.2","4.9"
"Kittilä Pakatti","2015","5","3","03:00","48","0","0.5"
"Kittilä Pakatti","2015","5","4","03:00","47","1.1","-1"
"Kittilä Pakatti","2015","5","5","03:00","46","3.9","1.1"
"Kittilä Pakatti","2015","5","6","03:00","41","7.8","0.6"
"Kittilä Pakatti","2015","5","7","03:00","34","7","-1"
"Kittilä Pakatti","2015","5","8","03:00","27","5.8","1.1"
"Kittilä Pakatti","2015","5","9","03:00","21","4.2","16.5"
"Kittilä Pakatti","2015","5","10","03:00","14","7.2","-1"
"Kittilä Pakatti","2015","5","11","03:00","7","7.8","-1"
"Kittilä Pakatti","2015","5","12","03:00","-1","4.2","8.6"
"Kittilä Pakatti","2015","5","13","03:00","-1","6.4","8.1"
"Kittilä Pakatti","2015","5","14","03:00","-1","1.5","11"
"Kittilä Pakatti","2015","5","15","03:00","-1","2.6","-1"
"Kittilä Pakatti","2015","5","16","03:00","-1","2.6","-1"
"Kittilä Pakatti","2015","5","17","03:00","-1","2.9","-1"
"Kittilä Pakatti","2015","5","18","03:00","-1","4.4","0.1"
"Kittilä Pakatti","2015","5","19","03:00","-1","6","2.9"
"Kittilä Pakatti","2015","5","20","03:00","-1","5.8","0.9"
"Kittilä Pakatti","2015","5","21","03:00","-1","6","2.5"
"Kittilä Pakatti","2015","5","22","03:00","-1","8.3","8.4"
"Kittilä Pakatti","2015","5","23","03:00","-1","5.2","19.5"
"Kittilä Pakatti","2015","5","24","03:00","-1","4.4","0.2"
"Kittilä Pakatti","2015","5","25","03:00","-1","6.7","-1"
"Kittilä Pakatti","2015","5","26","03:00","-1","9.7","-1"
"Kittilä Pakatti","2015","5","27","03:00","-1","9.2","8.9"
"Kittilä Pakatti","2015","5","28","03:00","-1","7.2","1.1"
"Kittilä Pakatti","2015","5","29","03:00","-1","10.9","2.6"
"Kittilä Pakatti","2015","5","30","03:00","-1","10.2","0.5"
"Kittilä Pakatti","2015","5","31","03:00","-1","11.4","3.5"
"Kittilä Pakatti","2015","6","1","03:00","-1","9.4","0.4"
"Kittilä Pakatti","2015","6","2","03:00","-1","9.8","1.2"
"Kittilä Pakatti","2015","6","3","03:00","-1","8.2","1.8"
"Kittilä Pakatti","2015","6","4","03:00","-1","7.9","-1"
"Kittilä Pakatti","2015","6","5","03:00","-1","8.1","0.5"
"Kittilä Pakatti","2015","6","6","03:00","-1","9.4","6.6"
"Kittilä Pakatti","2015","6","7","03:00","-1","7.8","0.5"
"Kittilä Pakatti","2015","6","8","03:00","-1","7","-1"
"Kittilä Pakatti","2015","6","9","03:00","-1","9.3","-1"
"Kittilä Pakatti","2015","6","10","03:00","-1","10.4","1.7"
"Kittilä Pakatti","2015","6","11","03:00","-1","8.7","-1"
"Kittilä Pakatti","2015","6","12","03:00","-1","9.1","-1"
"Kittilä Pakatti","2015","6","13","03:00","-1","9","-1"
"Kittilä Pakatti","2015","6","14","03:00","-1","9.3","-1"
"Kittilä Pakatti","2015","6","15","03:00","-1","7.3","6.1"
"Kittilä Pakatti","2015","6","16","03:00","-1","5.7","6.7"
"Kittilä Pakatti","2015","6","17","03:00","-1","8.1","0.1"
"Kittilä Pakatti","2015","6","18","03:00","-1","9.7","-1"
"Kittilä Pakatti","2015","6","19","03:00","-1","10.6","-1"
"Kittilä Pakatti","2015","6","20","03:00","-1","11.3","-1"
"Kittilä Pakatti","2015","6","21","03:00","-1","15","-1"
"Kittilä Pakatti","2015","6","22","03:00","-1","14.2","1.1"
"Kittilä Pakatti","2015","6","23","03:00","-1","16.1","2.9"
"Kittilä Pakatti","2015","6","24","03:00","-1","12.9","9.4"
"Kittilä Pakatti","2015","6","25","03:00","-1","14.9","1.1"
"Kittilä Pakatti","2015","6","26","03:00","-1","10.5","0.4"
"Kittilä Pakatti","2015","6","27","03:00","-1","10.5","-1"
"Kittilä Pakatti","2015","6","28","03:00","-1","10.9","-1"
"Kittilä Pakatti","2015","6","29","03:00","-1","11.9","-1"
"Kittilä Pakatti","2015","6","30","03:00","-1","11.2","-1"
"Kittilä Pakatti","2015","7","1","03:00","-1","12.6","-1"
"Kittilä Pakatti","2015","7","2","03:00","-1","13.3","0.8"
"Kittilä Pakatti","2015","7","3","03:00","-1","15","-1"
"Kittilä Pakatti","2015","7","4","03:00","-1","10.9","-1"
"Kittilä Pakatti","2015","7","5","03:00","-1","8.8","0.2"
"Kittilä Pakatti","2015","7","6","03:00","-1","9","9.8"
"Kittilä Pakatti","2015","7","7","03:00","-1","7.6","6.7"
"Kittilä Pakatti","2015","7","8","03:00","-1","9.1","1.7"
"Kittilä Pakatti","2015","7","9","03:00","-1","15.6","-1"
"Kittilä Pakatti","2015","7","10","03:00","-1","11.3","-1"
"Kittilä Pakatti","2015","7","11","03:00","-1","10.7","-1"
"Kittilä Pakatti","2015","7","12","03:00","-1","12","-1"
"Kittilä Pakatti","2015","7","13","03:00","-1","8.1","-1"
"Kittilä Pakatti","2015","7","14","03:00","-1","10.1","-1"
"Kittilä Pakatti","2015","7","15","03:00","-1","10.4","-1"
"Kittilä Pakatti","2015","7","16","03:00","-1","11.7","5.4"
"Kittilä Pakatti","2015","7","17","03:00","-1","14","-1"
"Kittilä Pakatti","2015","7","18","03:00","-1","14.8","2.2"
"Kittilä Pakatti","2015","7","19","03:00","-1","12.7","7.7"
"Kittilä Pakatti","2015","7","20","03:00","-1","11.6","5.7"
"Kittilä Pakatti","2015","7","21","03:00","-1","9.6","1.1"
"Kittilä Pakatti","2015","7","22","03:00","-1","11.2","-1"
"Kittilä Pakatti","2015","7","23","03:00","-1","12.5","-1"
"Kittilä Pakatti","2015","7","24","03:00","-1","12.5","-1"
"Kittilä Pakatti","2015","7","25","03:00","-1","10.8","2.1"
"Kittilä Pakatti","2015","7","26","03:00","-1","13.3","4.6"
"Kittilä Pakatti","2015","7","27","03:00","-1","10.9","7.8"
"Kittilä Pakatti","2015","7","28","03:00","-1","15","1.9"
"Kittilä Pakatti","2015","7","29","03:00","-1","14.2","23.4"
"Kittilä Pakatti","2015","7","30","03:00","-1","15.5","9.4"
"Kittilä Pakatti","2015","7","31","03:00","-1","14.6","3.2"
"Kittilä Pakatti","2015","8","1","03:00","-1","12.1","1.1"
"Kittilä Pakatti","2015","8","2","03:00","-1","12","0.9"
"Kittilä Pakatti","2015","8","3","03:00","-1","12.4","0.6"
"Kittilä Pakatti","2015","8","4","03:00","-1","12.3","-1"
"Kittilä Pakatti","2015","8","5","03:00","-1","14.8","-1"
"Kittilä Pakatti","2015","8","6","03:00","-1","13.9","2.8"
"Kittilä Pakatti","2015","8","7","03:00","-1","15.2","3.6"
"Kittilä Pakatti","2015","8","8","03:00","-1","14.2","1.9"
"Kittilä Pakatti","2015","8","9","03:00","-1","13.5","2.6"
"Kittilä Pakatti","2015","8","10","03:00","-1","13.2","-1"
"Kittilä Pakatti","2015","8","11","03:00","-1","14.5","8.1"
"Kittilä Pakatti","2015","8","12","03:00","-1","14.6","0.7"
"Kittilä Pakatti","2015","8","13","03:00","-1","11.2","0.7"
"Kittilä Pakatti","2015","8","14","03:00","-1","10.9","-1"
"Kittilä Pakatti","2015","8","15","03:00","-1","10.6","-1"
"Kittilä Pakatti","2015","8","16","03:00","-1","10.4","-1"
"Kittilä Pakatti","2015","8","17","03:00","-1","14.2","-1"
"Kittilä Pakatti","2015","8","18","03:00","-1","15","-1"
"Kittilä Pakatti","2015","8","19","03:00","-1","15.9","-1"
"Kittilä Pakatti","2015","8","20","03:00","-1","15.6","-1"
"Kittilä Pakatti","2015","8","21","03:00","-1","14.9","-1"
"Kittilä Pakatti","2015","8","22","03:00","-1","14.7","-1"
"Kittilä Pakatti","2015","8","23","03:00","-1","15.7","-1"
"Kittilä Pakatti","2015","8","24","03:00","-1","16.1","3.3"
"Kittilä Pakatti","2015","8","25","03:00","-1","13.4","2.7"
"Kittilä Pakatti","2015","8","26","03:00","-1","12.4","0.2"
"Kittilä Pakatti","2015","8","27","03:00","-1","11.6","0.9"
"Kittilä Pakatti","2015","8","28","03:00","-1","11.3","19.1"
"Kittilä Pakatti","2015","8","29","03:00","-1","10.8","0.8"
"Kittilä Pakatti","2015","8","30","03:00","-1","11.2","-1"
"Kittilä Pakatti","2015","8","31","03:00","-1","10.7","0.8"
"Kittilä Pakatti","2015","9","1","03:00","-1","7.9","0.2"
"Kittilä Pakatti","2015","9","2","03:00","-1","6.9","-1"
"Kittilä Pakatti","2015","9","3","03:00","-1","9.1","-1"
"Kittilä Pakatti","2015","9","4","03:00","-1","7.8","0.3"
"Kittilä Pakatti","2015","9","5","03:00","-1","8.7","14.4"
"Kittilä Pakatti","2015","9","6","03:00","-1","9.1","1.1"
"Kittilä Pakatti","2015","9","7","03:00","-1","6.5","0.5"
"Kittilä Pakatti","2015","9","8","03:00","-1","7.2","0.2"
"Kittilä Pakatti","2015","9","9","03:00","-1","10.9","-1"
"Kittilä Pakatti","2015","9","10","03:00","-1","10.2","-1"
"Kittilä Pakatti","2015","9","11","03:00","-1","11.2","-1"
"Kittilä Pakatti","2015","9","12","03:00","-1","10.7","-1"
"Kittilä Pakatti","2015","9","13","03:00","-1","11.1","-1"
"Kittilä Pakatti","2015","9","14","03:00","-1","9.9","-1"
"Kittilä Pakatti","2015","9","15","03:00","-1","8.9","-1"
"Kittilä Pakatti","2015","9","16","03:00","-1","8.9","0.2"
"Kittilä Pakatti","2015","9","17","03:00","-1","10.9","0.4"
"Kittilä Pakatti","2015","9","18","03:00","-1","10.8","29.4"
"Kittilä Pakatti","2015","9","19","03:00","-1","11.7","10.1"
"Kittilä Pakatti","2015","9","20","03:00","-1","11.6","0.1"
"Kittilä Pakatti","2015","9","21","03:00","-1","10.7","0.6"
"Kittilä Pakatti","2015","9","22","03:00","-1","9.3","12"
"Kittilä Pakatti","2015","9","23","03:00","-1","9.8","11.3"
"Kittilä Pakatti","2015","9","24","03:00","-1","10.3","-1"
"Kittilä Pakatti","2015","9","25","03:00","-1","10.4","3"
"Kittilä Pakatti","2015","9","26","03:00","-1","7.8","2.2"
"Kittilä Pakatti","2015","9","27","03:00","-1","7.9","0.1"
"Kittilä Pakatti","2015","9","28","03:00","-1","5.1","-1"
"Kittilä Pakatti","2015","9","29","03:00","-1","6.4","0.1"
"Kittilä Pakatti","2015","9","30","03:00","-1","8.3","-1"
"Kittilä Pakatti","2015","10","1","03:00","-1","6.1","0.1"
"Kittilä Pakatti","2015","10","2","03:00","-1","0.9","3.3"
"Kittilä Pakatti","2015","10","3","03:00","-1","1.6","2"
"Kittilä Pakatti","2015","10","4","03:00","-1","0.7","0.6"
"Kittilä Pakatti","2015","10","5","03:00","-1","-0.1","-1"
"Kittilä Pakatti","2015","10","6","03:00","-1","-1.9","-1"
"Kittilä Pakatti","2015","10","7","03:00","-1","-4","-1"
"Kittilä Pakatti","2015","10","8","03:00","-1","-4.1","-1"
"Kittilä Pakatti","2015","10","9","03:00","-1","-6.1","-1"
"Kittilä Pakatti","2015","10","10","03:00","-1","-4.6","-1"
"Kittilä Pakatti","2015","10","11","03:00","-1","-3","-1"
"Kittilä Pakatti","2015","10","12","03:00","-1","3.1","0.1"
"Kittilä Pakatti","2015","10","13","03:00","-1","2.7","-1"
"Kittilä Pakatti","2015","10","14","03:00","-1","2.8","-1"
"Kittilä Pakatti","2015","10","15","03:00","-1","3.8","-1"
"Kittilä Pakatti","2015","10","16","03:00","-1","4.7","-1"
"Kittilä Pakatti","2015","10","17","03:00","-1","7.1","0.4"
"Kittilä Pakatti","2015","10","18","03:00","-1","6.5","0.4"
"Kittilä Pakatti","2015","10","19","03:00","-1","2","-1"
"Kittilä Pakatti","2015","10","20","03:00","-1","1.5","0.6"
"Kittilä Pakatti","2015","10","21","03:00","-1","2.9","8"
"Kittilä Pakatti","2015","10","22","03:00","-1","3","0.4"
"Kittilä Pakatti","2015","10","23","03:00","-1","0.1","0.1"
"Kittilä Pakatti","2015","10","24","03:00","-1","-1.7","1"
"Kittilä Pakatti","2015","10","25","03:00","-1","3.4","3.4"
"Kittilä Pakatti","2015","10","26","02:00","-1","-1.1","0.1"
"Kittilä Pakatti","2015","10","27","02:00","-1","-2","-1"
"Kittilä Pakatti","2015","10","28","02:00","-1","-0.3","-1"
"Kittilä Pakatti","2015","10","29","02:00","-1","-2.5","-1"
"Kittilä Pakatti","2015","10","30","02:00","-1","-5.8","0.2"
"Kittilä Pakatti","2015","10","31","02:00","-1","-0.4","2.1"
"Kittilä Pakatti","2015","11","1","02:00","-1","3.4","-1"
"Kittilä Pakatti","2015","11","2","02:00","-1","3.4","-1"
"Kittilä Pakatti","2015","11","3","02:00","-1","3.3","-1"
"Kittilä Pakatti","2015","11","4","02:00","-1","1.1","-1"
"Kittilä Pakatti","2015","11","5","02:00","-1","-2.5","-1"
"Kittilä Pakatti","2015","11","6","02:00","-1","-6.4","4.3"
"Kittilä Pakatti","2015","11","7","02:00","5","-2.1","7.2"
"Kittilä Pakatti","2015","11","8","02:00","3","0.9","1.5"
"Kittilä Pakatti","2015","11","9","02:00","2","0","8.3"
"Kittilä Pakatti","2015","11","10","02:00","9","0.1","13.5"
"Kittilä Pakatti","2015","11","11","02:00","19","-2.4","4.2"
"Kittilä Pakatti","2015","11","12","02:00","23","-4.4","1.9"
"Kittilä Pakatti","2015","11","13","02:00","22","-3.7","6.4"
"Kittilä Pakatti","2015","11","14","02:00","28","-0.3","4.7"
"Kittilä Pakatti","2015","11","15","02:00","27","-0.5","2.4"
"Kittilä Pakatti","2015","11","16","02:00","25","-4.2","0.1"
"Kittilä Pakatti","2015","11","17","02:00","25","-2.3","4"
"Kittilä Pakatti","2015","11","18","02:00","32","-2.9","1"
"Kittilä Pakatti","2015","11","19","02:00","32","-3.1","0.1"
"Kittilä Pakatti","2015","11","20","02:00","29","-4.3","-1"
"Kittilä Pakatti","2015","11","21","02:00","29","-12.4","-1"
"Kittilä Pakatti","2015","11","22","02:00","29","-6.7","-1"
"Kittilä Pakatti","2015","11","23","02:00","29","-18.7","-1"
"Kittilä Pakatti","2015","11","24","02:00","28","-5.2","0.8"
"Kittilä Pakatti","2015","11","25","02:00","26","-0.9","2.6"
"Kittilä Pakatti","2015","11","26","02:00","28","-2.2","4.7"
"Kittilä Pakatti","2015","11","27","02:00","33","-0.6","-1"
"Kittilä Pakatti","2015","11","28","02:00","33","0.5","-1"
"Kittilä Pakatti","2015","11","29","02:00","31","-0.8","0.6"
"Kittilä Pakatti","2015","11","30","02:00","31","-0.7","7"
"Kittilä Pakatti","2015","12","1","02:00","38","-2.6","2.2"
"Kittilä Pakatti","2015","12","2","02:00","39","-10.3","0.4"
"Kittilä Pakatti","2015","12","3","02:00","38","-5.6","-1"
"Kittilä Pakatti","2015","12","4","02:00","36","-4.2","-1"
"Kittilä Pakatti","2015","12","5","02:00","35","-9.5","4.8"
"Kittilä Pakatti","2015","12","6","02:00","39","-4.4","-1"
"Kittilä Pakatti","2015","12","7","02:00","39","-2.6","-1"
"Kittilä Pakatti","2015","12","8","02:00","38","-5.4","0.4"
"Kittilä Pakatti","2015","12","9","02:00","36","-4.6","5.6"
"Kittilä Pakatti","2015","12","10","02:00","43","-2.7","-1"
"Kittilä Pakatti","2015","12","11","02:00","42","-4.4","6.5"
"Kittilä Pakatti","2015","12","12","02:00","47","-6","1.7"
"Kittilä Pakatti","2015","12","13","02:00","48","-21.3","-1"
"Kittilä Pakatti","2015","12","14","02:00","45","-14.9","-1"
"Kittilä Pakatti","2015","12","15","02:00","46","-10.8","-1"
"Kittilä Pakatti","2015","12","16","02:00","45","-15.8","-1"
"Kittilä Pakatti","2015","12","17","02:00","45","-20.3","1.5"
"Kittilä Pakatti","2015","12","18","02:00","48","-6.6","9.5"
"Kittilä Pakatti","2015","12","19","02:00","54","-4.4","0.7"
"Kittilä Pakatti","2015","12","20","02:00","52","-1.9","0.1"
"Kittilä Pakatti","2015","12","21","02:00","54","-2.1","-1"
"Kittilä Pakatti","2015","12","22","02:00","52","-8.7","-1"
"Kittilä Pakatti","2015","12","23","02:00","51","-17.6","0.3"
"Kittilä Pakatti","2015","12","24","02:00","51","-5.4","0.9"
"Kittilä Pakatti","2015","12","25","02:00","50","0.9","6"
"Kittilä Pakatti","2015","12","26","02:00","48","-5.1","-1"
"Kittilä Pakatti","2015","12","27","02:00","47","-15.6","-1"
"Kittilä Pakatti","2015","12","28","02:00","47","-24.7","-1"
"Kittilä Pakatti","2015","12","29","02:00","46","-15.8","-1"
"Kittilä Pakatti","2015","12","30","02:00","47","-5","0.5"
"Kittilä Pakatti","2015","12","31","02:00","47","-0.7","0.9"
"Kittilä Pakatti","2016","1","1","02:00","48","-4.4","-1"
"Kittilä Pakatti","2016","1","2","02:00","48","-7.5","-1"
"Kittilä Pakatti","2016","1","3","02:00","48","-9.1","-1"
"Kittilä Pakatti","2016","1","4","02:00","47","-21.2","-1"
"Kittilä Pakatti","2016","1","5","02:00","47","-23","-1"
"Kittilä Pakatti","2016","1","6","02:00","48","-34.3","-1"
"Kittilä Pakatti","2016","1","7","02:00","48","-29.4","0.9"
"Kittilä Pakatti","2016","1","8","02:00","49","-11.9","1.9"
"Kittilä Pakatti","2016","1","9","02:00","50","-10","0.2"
"Kittilä Pakatti","2016","1","10","02:00","50","-14.6","0.1"
"Kittilä Pakatti","2016","1","11","02:00","52","-24.9","-1"
"Kittilä Pakatti","2016","1","12","02:00","53","-26.3","-1"
"Kittilä Pakatti","2016","1","13","02:00","54","-24.8","-1"
"Kittilä Pakatti","2016","1","14","02:00","53","-13","2.1"
"Kittilä Pakatti","2016","1","15","02:00","53","-11.6","0.9"
"Kittilä Pakatti","2016","1","16","02:00","55","-8.3","3.6"
"Kittilä Pakatti","2016","1","17","02:00","59","-24","-1"
"Kittilä Pakatti","2016","1","18","02:00","59","-22.3","0.3"
"Kittilä Pakatti","2016","1","19","02:00","59","-33.5","-1"
"Kittilä Pakatti","2016","1","20","02:00","59","-36.2","-1"
"Kittilä Pakatti","2016","1","21","02:00","59","-37","-1"
"Kittilä Pakatti","2016","1","22","02:00","58","-24.6","0.1"
"Kittilä Pakatti","2016","1","23","02:00","57","-17.3","-1"
"Kittilä Pakatti","2016","1","24","02:00","58","-8.1","1.1"
"Kittilä Pakatti","2016","1","25","02:00","59","-10.1","6.1"
"Kittilä Pakatti","2016","1","26","02:00","65","-7.6","9.9"
"Kittilä Pakatti","2016","1","27","02:00","71","-7.7","1.4"
"Kittilä Pakatti","2016","1","28","02:00","71","-12.3","-1"
"Kittilä Pakatti","2016","1","29","02:00","70","-19.1","1"
"Kittilä Pakatti","2016","1","30","02:00","70","-3.8","1.1"
"Kittilä Pakatti","2016","1","31","02:00","70","-2.5","3.4"
"Kittilä Pakatti","2016","2","1","02:00","73","-7.7","0.5"
"Kittilä Pakatti","2016","2","2","02:00","73","-7.5","0.9"
"Kittilä Pakatti","2016","2","3","02:00","74","-7.8","-1"
"Kittilä Pakatti","2016","2","4","02:00","73","-11.6","0.3"
"Kittilä Pakatti","2016","2","5","02:00","72","-8.4","0.1"
"Kittilä Pakatti","2016","2","6","02:00","72","-17","4.2"
"Kittilä Pakatti","2016","2","7","02:00","76","-6.4","4.8"
"Kittilä Pakatti","2016","2","8","02:00","78","0.3","3.5"
"Kittilä Pakatti","2016","2","9","02:00","75","0.4","4.3"
"Kittilä Pakatti","2016","2","10","02:00","77","-0.2","5"
"Kittilä Pakatti","2016","2","11","02:00","81","-2","5.6"
"Kittilä Pakatti","2016","2","12","02:00","87","-4.4","20.6"
"Kittilä Pakatti","2016","2","13","02:00","106","-3.7","2.4"
"Kittilä Pakatti","2016","2","14","02:00","104","-4.2","5.2"
"Kittilä Pakatti","2016","2","15","02:00","105","-2.5","-1"
"Kittilä Pakatti","2016","2","16","02:00","101","-8.9","-1"
"Kittilä Pakatti","2016","2","17","02:00","99","-7.7","0.2"
"Kittilä Pakatti","2016","2","18","02:00","98","-3.6","0.3"
"Kittilä Pakatti","2016","2","19","02:00","96","-3.2","0.5"
"Kittilä Pakatti","2016","2","20","02:00","95","-3.5","2.5"
"Kittilä Pakatti","2016","2","21","02:00","95","-2.3","2.2"
"Kittilä Pakatti","2016","2","22","02:00","97","-5","3.1"
"Kittilä Pakatti","2016","2","23","02:00","98","-6.5","3.9"
"Kittilä Pakatti","2016","2","24","02:00","101","-7.8","1.6"
"Kittilä Pakatti","2016","2","25","02:00","105","-11.5","2"
"Kittilä Pakatti","2016","2","26","02:00","107","-12.2","-1"
"Kittilä Pakatti","2016","2","27","02:00","105","-18.1","-1"
"Kittilä Pakatti","2016","2","28","02:00","103","-16.8","-1"
"Kittilä Pakatti","2016","2","29","02:00","101","-16.3","-1"
"Kittilä Pakatti","2016","3","1","02:00","99","-9.9","0.1"
"Kittilä Pakatti","2016","3","2","02:00","98","-5","0.1"
"Kittilä Pakatti","2016","3","3","02:00","97","-10.3","-1"
"Kittilä Pakatti","2016","3","4","02:00","95","-7.6","-1"
"Kittilä Pakatti","2016","3","5","02:00","96","-4.9","1.6"
"Kittilä Pakatti","2016","3","6","02:00","97","-3","0.1"
"Kittilä Pakatti","2016","3","7","02:00","95","-3.2","1"
"Kittilä Pakatti","2016","3","8","02:00","95","-1.8","1.4"
"Kittilä Pakatti","2016","3","9","02:00","97","-0.5","0.3"
"Kittilä Pakatti","2016","3","10","02:00","95","-1.1","0.1"
"Kittilä Pakatti","2016","3","11","02:00","95","-1.9","0.1"
"Kittilä Pakatti","2016","3","12","02:00","95","-3.3","-1"
"Kittilä Pakatti","2016","3","13","02:00","94","-4.2","0.9"
"Kittilä Pakatti","2016","3","14","02:00","92","-1.8","-1"
"Kittilä Pakatti","2016","3","15","02:00","93","3.8","-1"
"Kittilä Pakatti","2016","3","16","02:00","88","2.2","0.2"
"Kittilä Pakatti","2016","3","17","02:00","88","-5.9","-1"
"Kittilä Pakatti","2016","3","18","02:00","87","-7.8","-1"
"Kittilä Pakatti","2016","3","19","02:00","87","-8","-1"
"Kittilä Pakatti","2016","3","20","02:00","86","-8.6","-1"
"Kittilä Pakatti","2016","3","21","02:00","86","-9.6","-1"
"Kittilä Pakatti","2016","3","22","02:00","86","-12.3","-1"
"Kittilä Pakatti","2016","3","23","02:00","86","-11.1","1.7"
"Kittilä Pakatti","2016","3","24","02:00","87","-7","-1"
"Kittilä Pakatti","2016","3","25","02:00","88","-7.8","0.8"
"Kittilä Pakatti","2016","3","26","02:00","86","-0.3","-1"
"Kittilä Pakatti","2016","3","27","02:00","87","1.8","-1"
"Kittilä Pakatti","2016","3","28","03:00","84","1.5","-1"
"Kittilä Pakatti","2016","3","29","03:00","83","1.1","-1"
"Kittilä Pakatti","2016","3","30","03:00","81","1.4","-1"
"Kittilä Pakatti","2016","3","31","03:00","80","0.3","-1"
"Kittilä Pakatti","2016","4","1","03:00","79","-2.5","-1"
"Kittilä Pakatti","2016","4","2","03:00","79","-1.4","-1"
