,Observation station,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],Date
5365,Sodankylä Tähtelä,-1.0,-,14.1,2014-09-09
5366,Sodankylä Tähtelä,-1.0,-,12.6,2014-09-10
5367,Sodankylä Tähtelä,0.2,-,12.5,2014-09-11
5368,Sodankylä Tähtelä,-1.0,-,10.4,2014-09-12
5369,Sodankylä Tähtelä,-1.0,-,9.1,2014-09-13
5370,Sodankylä Tähtelä,-1.0,-,8.9,2014-09-14
5371,Sodankylä Tähtelä,-1.0,-,7.1,2014-09-15
5372,Sodankylä Tähtelä,-1.0,-,6.3,2014-09-16
5373,Sodankylä Tähtelä,-1.0,-,7.0,2014-09-17
5374,Sodankylä Tähtelä,1.0,-,5.7,2014-09-18
5375,Sodankylä Tähtelä,2.0,-,6.9,2014-09-19
5376,Sodankylä Tähtelä,10.0,-1,8.7,2014-09-20
5377,Sodankylä Tähtelä,4.6,-1,3.1,2014-09-21
5378,Sodankylä Tähtelä,-1.0,-1,-0.8,2014-09-22
5379,Sodankylä Tähtelä,0.1,-1,0.2,2014-09-23
5380,Sodankylä Tähtelä,16.0,-1,0.5,2014-09-24
5381,Sodankylä Tähtelä,2.4,3,1.1,2014-09-25
5382,Sodankylä Tähtelä,6.0,0,3.9,2014-09-26
5383,Sodankylä Tähtelä,1.3,-1,6.4,2014-09-27
5384,Sodankylä Tähtelä,1.5,-1,6.3,2014-09-28
5385,Sodankylä Tähtelä,-1.0,-1,5.2,2014-09-29
5386,Sodankylä Tähtelä,-1.0,-1,3.3,2014-09-30
5387,Sodankylä Tähtelä,-1.0,-1,2.2,2014-10-01
5388,Sodankylä Tähtelä,1.1,-1,5.3,2014-10-02
5389,Sodankylä Tähtelä,0.0,-1,2.4,2014-10-03
5390,Sodankylä Tähtelä,-1.0,-1,4.8,2014-10-04
5391,Sodankylä Tähtelä,-1.0,-1,5.9,2014-10-05
5392,Sodankylä Tähtelä,0.1,-1,5.1,2014-10-06
5393,Sodankylä Tähtelä,0.2,-1,2.4,2014-10-07
5394,Sodankylä Tähtelä,-1.0,-1,2.2,2014-10-08
5395,Sodankylä Tähtelä,-1.0,-1,0.2,2014-10-09
5396,Sodankylä Tähtelä,0.5,-1,-2.7,2014-10-10
5397,Sodankylä Tähtelä,0.9,-1,0.3,2014-10-11
5398,Sodankylä Tähtelä,0.5,-1,-0.5,2014-10-12
5399,Sodankylä Tähtelä,-1.0,-1,-2.7,2014-10-13
5400,Sodankylä Tähtelä,0.3,-1,-4.0,2014-10-14
5401,Sodankylä Tähtelä,-1.0,0,-7.2,2014-10-15
5402,Sodankylä Tähtelä,0.2,-1,-4.7,2014-10-16
5403,Sodankylä Tähtelä,-1.0,-1,-3.2,2014-10-17
5404,Sodankylä Tähtelä,-1.0,-1,-1.7,2014-10-18
5405,Sodankylä Tähtelä,0.1,-1,-2.6,2014-10-19
5406,Sodankylä Tähtelä,-1.0,-1,-3.4,2014-10-20
5407,Sodankylä Tähtelä,-1.0,-1,-10.5,2014-10-21
5408,Sodankylä Tähtelä,-1.0,-1,-12.2,2014-10-22
5409,Sodankylä Tähtelä,0.3,-1,-8.4,2014-10-23
5410,Sodankylä Tähtelä,8.0,-1,-3.7,2014-10-24
5411,Sodankylä Tähtelä,6.0,8,-0.3,2014-10-25
5412,Sodankylä Tähtelä,5.8,4,3.8,2014-10-26
5413,Sodankylä Tähtelä,1.9,-1,5.2,2014-10-27
5414,Sodankylä Tähtelä,3.0,-1,1.4,2014-10-28
5415,Sodankylä Tähtelä,-1.0,-1,1.9,2014-10-29
5416,Sodankylä Tähtelä,-1.0,-1,-1.5,2014-10-30
5417,Sodankylä Tähtelä,-1.0,-1,-6.0,2014-10-31
5418,Sodankylä Tähtelä,5.0,-1,-9.7,2014-11-01
5419,Sodankylä Tähtelä,1.3,4,-2.4,2014-11-02
5420,Sodankylä Tähtelä,0.7,4,2.2,2014-11-03
5421,Sodankylä Tähtelä,-1.0,0,-2.2,2014-11-04
5422,Sodankylä Tähtelä,-1.0,0,-12.3,2014-11-05
5423,Sodankylä Tähtelä,-1.0,0,-9.6,2014-11-06
5424,Sodankylä Tähtelä,-1.0,0,-12.6,2014-11-07
5425,Sodankylä Tähtelä,0.5,0,-8.3,2014-11-08
5426,Sodankylä Tähtelä,0.9,0,-2.9,2014-11-09
5427,Sodankylä Tähtelä,2.3,2,2.2,2014-11-10
5428,Sodankylä Tähtelä,6.4,-1,1.4,2014-11-11
5429,Sodankylä Tähtelä,-1.0,2,-8.1,2014-11-12
5430,Sodankylä Tähtelä,-1.0,2,-17.4,2014-11-13
5431,Sodankylä Tähtelä,0.2,0,-12.4,2014-11-14
5432,Sodankylä Tähtelä,2.2,0,-11.9,2014-11-15
5433,Sodankylä Tähtelä,2.2,2,-4.9,2014-11-16
5434,Sodankylä Tähtelä,1.1,2,-3.0,2014-11-17
5435,Sodankylä Tähtelä,-1.0,5,-2.0,2014-11-18
5436,Sodankylä Tähtelä,-1.0,5,-5.1,2014-11-19
5437,Sodankylä Tähtelä,0.1,5,-3.8,2014-11-20
5438,Sodankylä Tähtelä,-1.0,5,-5.1,2014-11-21
5439,Sodankylä Tähtelä,0.2,5,-8.3,2014-11-22
5440,Sodankylä Tähtelä,0.8,5,-8.2,2014-11-23
5441,Sodankylä Tähtelä,4.9,6,-1.1,2014-11-24
5442,Sodankylä Tähtelä,0.6,9,-0.6,2014-11-25
5443,Sodankylä Tähtelä,-1.0,10,-3.7,2014-11-26
5444,Sodankylä Tähtelä,-1.0,10,-10.0,2014-11-27
5445,Sodankylä Tähtelä,0.1,10,-2.0,2014-11-28
5446,Sodankylä Tähtelä,-1.0,9,-3.1,2014-11-29
5447,Sodankylä Tähtelä,0.1,9,-6.7,2014-11-30
5448,Sodankylä Tähtelä,0.4,8,-5.8,2014-12-01
5449,Sodankylä Tähtelä,10.6,9,-3.2,2014-12-02
5450,Sodankylä Tähtelä,7.2,18,-4.5,2014-12-03
5451,Sodankylä Tähtelä,-1.0,22,-4.1,2014-12-04
5452,Sodankylä Tähtelä,1.4,23,-2.4,2014-12-05
5453,Sodankylä Tähtelä,0.2,22,-1.2,2014-12-06
5454,Sodankylä Tähtelä,1.8,21,-2.6,2014-12-07
5455,Sodankylä Tähtelä,0.5,22,-0.2,2014-12-08
5456,Sodankylä Tähtelä,1.4,21,-2.6,2014-12-09
5457,Sodankylä Tähtelä,11.6,22,-2.3,2014-12-10
5458,Sodankylä Tähtelä,3.6,28,0.3,2014-12-11
5459,Sodankylä Tähtelä,4.0,30,-0.2,2014-12-12
5460,Sodankylä Tähtelä,0.4,31,-1.7,2014-12-13
5461,Sodankylä Tähtelä,2.3,31,-3.6,2014-12-14
5462,Sodankylä Tähtelä,5.0,32,-0.6,2014-12-15
5463,Sodankylä Tähtelä,3.1,34,-0.4,2014-12-16
5464,Sodankylä Tähtelä,1.2,36,-5.1,2014-12-17
5465,Sodankylä Tähtelä,0.4,38,-6.6,2014-12-18
5466,Sodankylä Tähtelä,1.7,37,-8.1,2014-12-19
5467,Sodankylä Tähtelä,2.5,38,-6.2,2014-12-20
5468,Sodankylä Tähtelä,-1.0,41,-5.4,2014-12-21
5469,Sodankylä Tähtelä,0.0,39,-15.9,2014-12-22
5470,Sodankylä Tähtelä,-1.0,39,-20.6,2014-12-23
5471,Sodankylä Tähtelä,-1.0,38,-28.2,2014-12-24
5472,Sodankylä Tähtelä,-1.0,38,-25.6,2014-12-25
5473,Sodankylä Tähtelä,0.1,38,-21.7,2014-12-26
5474,Sodankylä Tähtelä,0.1,38,-28.4,2014-12-27
5475,Sodankylä Tähtelä,0.1,38,-25.8,2014-12-28
5476,Sodankylä Tähtelä,3.5,38,-15.7,2014-12-29
5477,Sodankylä Tähtelä,4.7,41,-6.9,2014-12-30
5478,Sodankylä Tähtelä,1.4,44,-3.8,2014-12-31
5479,Sodankylä Tähtelä,-1.0,43,-2.9,2015-01-01
5480,Sodankylä Tähtelä,5.0,42,-1.9,2015-01-02
5481,Sodankylä Tähtelä,6.4,50,-4.4,2015-01-03
5482,Sodankylä Tähtelä,-1.0,58,-11.9,2015-01-04
5483,Sodankylä Tähtelä,-1.0,55,-26.5,2015-01-05
5484,Sodankylä Tähtelä,1.0,55,-24.7,2015-01-06
5485,Sodankylä Tähtelä,1.6,54,-6.5,2015-01-07
5486,Sodankylä Tähtelä,0.8,53,-4.0,2015-01-08
5487,Sodankylä Tähtelä,0.6,53,-7.6,2015-01-09
5488,Sodankylä Tähtelä,-1.0,52,-17.5,2015-01-10
5489,Sodankylä Tähtelä,-1.0,52,-28.4,2015-01-11
5490,Sodankylä Tähtelä,0.4,52,-35.3,2015-01-12
5491,Sodankylä Tähtelä,1.1,52,-21.7,2015-01-13
5492,Sodankylä Tähtelä,1.2,53,-13.8,2015-01-14
5493,Sodankylä Tähtelä,0.3,54,-11.3,2015-01-15
5494,Sodankylä Tähtelä,2.4,52,-4.0,2015-01-16
5495,Sodankylä Tähtelä,6.5,55,-2.0,2015-01-17
5496,Sodankylä Tähtelä,-1.0,60,-7.5,2015-01-18
5497,Sodankylä Tähtelä,-1.0,58,-25.9,2015-01-19
5498,Sodankylä Tähtelä,-1.0,58,-23.8,2015-01-20
5499,Sodankylä Tähtelä,-1.0,57,-28.3,2015-01-21
5500,Sodankylä Tähtelä,-1.0,58,-21.2,2015-01-22
5501,Sodankylä Tähtelä,-1.0,57,-23.1,2015-01-23
5502,Sodankylä Tähtelä,2.6,57,-19.5,2015-01-24
5503,Sodankylä Tähtelä,-1.0,59,-13.6,2015-01-25
5504,Sodankylä Tähtelä,2.5,59,-4.5,2015-01-26
5505,Sodankylä Tähtelä,0.8,59,-4.8,2015-01-27
5506,Sodankylä Tähtelä,4.4,59,-5.1,2015-01-28
5507,Sodankylä Tähtelä,7.7,64,-8.5,2015-01-29
5508,Sodankylä Tähtelä,4.2,70,-11.1,2015-01-30
5509,Sodankylä Tähtelä,-1.0,72,-15.4,2015-01-31
5510,Sodankylä Tähtelä,-1.0,70,-11.2,2015-02-01
5511,Sodankylä Tähtelä,0.9,68,-13.5,2015-02-02
5512,Sodankylä Tähtelä,3.4,69,-13.0,2015-02-03
5513,Sodankylä Tähtelä,0.5,74,-15.6,2015-02-04
5514,Sodankylä Tähtelä,1.0,72,-11.4,2015-02-05
5515,Sodankylä Tähtelä,0.5,72,-7.4,2015-02-06
5516,Sodankylä Tähtelä,2.0,72,-3.5,2015-02-07
5517,Sodankylä Tähtelä,-1.0,73,-11.7,2015-02-08
5518,Sodankylä Tähtelä,0.5,72,-11.3,2015-02-09
5519,Sodankylä Tähtelä,1.2,70,-0.4,2015-02-10
5520,Sodankylä Tähtelä,-1.0,69,-1.4,2015-02-11
5521,Sodankylä Tähtelä,0.9,70,-3.9,2015-02-12
5522,Sodankylä Tähtelä,-1.0,70,-9.5,2015-02-13
5523,Sodankylä Tähtelä,-1.0,70,-22.3,2015-02-14
5524,Sodankylä Tähtelä,-1.0,70,-20.2,2015-02-15
5525,Sodankylä Tähtelä,0.0,69,-4.8,2015-02-16
5526,Sodankylä Tähtelä,0.9,69,-3.3,2015-02-17
5527,Sodankylä Tähtelä,-1.0,69,-3.4,2015-02-18
5528,Sodankylä Tähtelä,0.3,69,-2.6,2015-02-19
5529,Sodankylä Tähtelä,-1.0,69,-0.5,2015-02-20
5530,Sodankylä Tähtelä,-1.0,68,-2.7,2015-02-21
5531,Sodankylä Tähtelä,-1.0,68,-1.2,2015-02-22
5532,Sodankylä Tähtelä,0.8,68,-6.3,2015-02-23
5533,Sodankylä Tähtelä,2.3,67,-0.8,2015-02-24
5534,Sodankylä Tähtelä,0.6,69,0.2,2015-02-25
5535,Sodankylä Tähtelä,0.5,70,0.6,2015-02-26
5536,Sodankylä Tähtelä,0.6,68,-0.5,2015-02-27
5537,Sodankylä Tähtelä,0.1,68,-0.3,2015-02-28
5538,Sodankylä Tähtelä,0.4,67,0.0,2015-03-01
5539,Sodankylä Tähtelä,1.8,67,0.4,2015-03-02
5540,Sodankylä Tähtelä,0.4,68,0.6,2015-03-03
5541,Sodankylä Tähtelä,4.8,68,0.4,2015-03-04
5542,Sodankylä Tähtelä,0.4,68,-1.7,2015-03-05
5543,Sodankylä Tähtelä,2.0,68,-1.6,2015-03-06
5544,Sodankylä Tähtelä,6.7,69,-1.7,2015-03-07
5545,Sodankylä Tähtelä,-1.0,75,1.0,2015-03-08
5546,Sodankylä Tähtelä,-1.0,74,0.4,2015-03-09
5547,Sodankylä Tähtelä,2.1,74,-2.2,2015-03-10
5548,Sodankylä Tähtelä,-1.0,76,-4.6,2015-03-11
5549,Sodankylä Tähtelä,-1.0,75,-1.8,2015-03-12
5550,Sodankylä Tähtelä,-1.0,75,-0.2,2015-03-13
5551,Sodankylä Tähtelä,-1.0,75,1.2,2015-03-14
5552,Sodankylä Tähtelä,-1.0,74,-0.9,2015-03-15
5553,Sodankylä Tähtelä,-1.0,73,0.5,2015-03-16
5554,Sodankylä Tähtelä,-1.0,73,1.0,2015-03-17
5555,Sodankylä Tähtelä,-1.0,73,0.8,2015-03-18
5556,Sodankylä Tähtelä,3.8,73,-0.5,2015-03-19
5557,Sodankylä Tähtelä,0.6,77,-5.6,2015-03-20
5558,Sodankylä Tähtelä,-1.0,77,-11.0,2015-03-21
5559,Sodankylä Tähtelä,5.0,77,-11.4,2015-03-22
5560,Sodankylä Tähtelä,1.5,80,-4.5,2015-03-23
5561,Sodankylä Tähtelä,-1.0,80,-7.9,2015-03-24
5562,Sodankylä Tähtelä,-1.0,79,-11.3,2015-03-25
5563,Sodankylä Tähtelä,-1.0,79,-6.7,2015-03-26
5564,Sodankylä Tähtelä,1.0,78,-3.4,2015-03-27
5565,Sodankylä Tähtelä,7.0,79,-0.6,2015-03-28
5566,Sodankylä Tähtelä,0.5,83,-0.4,2015-03-29
5567,Sodankylä Tähtelä,3.8,82,0.5,2015-03-30
5568,Sodankylä Tähtelä,6.4,85,-0.3,2015-03-31
5569,Sodankylä Tähtelä,0.4,87,0.4,2015-04-01
5570,Sodankylä Tähtelä,-1.0,85,0.5,2015-04-02
5571,Sodankylä Tähtelä,-1.0,83,-1.3,2015-04-03
5572,Sodankylä Tähtelä,-1.0,83,1.4,2015-04-04
5573,Sodankylä Tähtelä,-1.0,81,1.3,2015-04-05
5574,Sodankylä Tähtelä,-1.0,81,0.3,2015-04-06
5575,Sodankylä Tähtelä,-1.0,81,3.7,2015-04-07
5576,Sodankylä Tähtelä,-1.0,78,3.1,2015-04-08
5577,Sodankylä Tähtelä,1.0,74,0.8,2015-04-09
5578,Sodankylä Tähtelä,3.0,74,-1.5,2015-04-10
5579,Sodankylä Tähtelä,-1.0,76,-2.1,2015-04-11
5580,Sodankylä Tähtelä,-1.0,77,0.7,2015-04-12
5581,Sodankylä Tähtelä,0.5,74,3.3,2015-04-13
5582,Sodankylä Tähtelä,-1.0,71,3.0,2015-04-14
5583,Sodankylä Tähtelä,1.5,68,3.0,2015-04-15
5584,Sodankylä Tähtelä,0.3,63,0.7,2015-04-16
5585,Sodankylä Tähtelä,-1.0,63,1.1,2015-04-17
5586,Sodankylä Tähtelä,-1.0,62,3.1,2015-04-18
5587,Sodankylä Tähtelä,0.4,58,3.3,2015-04-19
5588,Sodankylä Tähtelä,0.1,56,2.4,2015-04-20
5589,Sodankylä Tähtelä,-1.0,54,4.8,2015-04-21
5590,Sodankylä Tähtelä,0.0,50,2.5,2015-04-22
5591,Sodankylä Tähtelä,-1.0,46,0.0,2015-04-23
5592,Sodankylä Tähtelä,-1.0,46,-2.3,2015-04-24
5593,Sodankylä Tähtelä,-1.0,46,-2.3,2015-04-25
5594,Sodankylä Tähtelä,-1.0,46,-1.7,2015-04-26
5595,Sodankylä Tähtelä,0.9,44,-0.7,2015-04-27
5596,Sodankylä Tähtelä,1.3,43,-0.2,2015-04-28
5597,Sodankylä Tähtelä,-1.0,44,-1.9,2015-04-29
5598,Sodankylä Tähtelä,1.0,44,0.5,2015-04-30
5599,Sodankylä Tähtelä,0.4,43,3.4,2015-05-01
5600,Sodankylä Tähtelä,2.6,39,2.9,2015-05-02
5601,Sodankylä Tähtelä,2.6,42,0.2,2015-05-03
5602,Sodankylä Tähtelä,-1.0,40,1.1,2015-05-04
5603,Sodankylä Tähtelä,-1.0,40,4.4,2015-05-05
5604,Sodankylä Tähtelä,1.2,36,8.4,2015-05-06
5605,Sodankylä Tähtelä,-1.0,29,9.2,2015-05-07
5606,Sodankylä Tähtelä,7.6,22,6.7,2015-05-08
5607,Sodankylä Tähtelä,5.9,18,5.0,2015-05-09
5608,Sodankylä Tähtelä,-1.0,14,7.3,2015-05-10
5609,Sodankylä Tähtelä,1.9,6,8.1,2015-05-11
5610,Sodankylä Tähtelä,12.5,-1,5.0,2015-05-12
5611,Sodankylä Tähtelä,8.4,-1,5.8,2015-05-13
5612,Sodankylä Tähtelä,10.0,-1,3.3,2015-05-14
5613,Sodankylä Tähtelä,-1.0,-1,3.1,2015-05-15
5614,Sodankylä Tähtelä,-1.0,-1,2.7,2015-05-16
5615,Sodankylä Tähtelä,-1.0,-1,3.1,2015-05-17
5616,Sodankylä Tähtelä,0.6,-1,4.2,2015-05-18
5617,Sodankylä Tähtelä,1.6,-1,8.8,2015-05-19
5618,Sodankylä Tähtelä,2.2,-1,7.8,2015-05-20
5619,Sodankylä Tähtelä,-1.0,-1,7.5,2015-05-21
5620,Sodankylä Tähtelä,4.6,-1,10.0,2015-05-22
5621,Sodankylä Tähtelä,14.0,-1,6.3,2015-05-23
5622,Sodankylä Tähtelä,3.7,-1,4.0,2015-05-24
5623,Sodankylä Tähtelä,-1.0,-1,6.9,2015-05-25
5624,Sodankylä Tähtelä,-1.0,-1,10.0,2015-05-26
5625,Sodankylä Tähtelä,9.4,-1,8.7,2015-05-27
5626,Sodankylä Tähtelä,0.9,-1,7.2,2015-05-28
5627,Sodankylä Tähtelä,2.5,-1,11.8,2015-05-29
5628,Sodankylä Tähtelä,-1.0,-1,11.0,2015-05-30
5629,Sodankylä Tähtelä,9.0,-1,12.0,2015-05-31
5630,Sodankylä Tähtelä,1.3,-1,9.4,2015-06-01
5631,Sodankylä Tähtelä,1.3,-1,10.0,2015-06-02
5632,Sodankylä Tähtelä,9.2,-1,7.7,2015-06-03
5633,Sodankylä Tähtelä,2.6,-1,7.1,2015-06-04
5634,Sodankylä Tähtelä,2.0,-1,8.1,2015-06-05
5635,Sodankylä Tähtelä,8.4,-1,9.0,2015-06-06
5636,Sodankylä Tähtelä,0.7,-1,7.6,2015-06-07
5637,Sodankylä Tähtelä,-1.0,-1,7.0,2015-06-08
5638,Sodankylä Tähtelä,-1.0,-1,9.8,2015-06-09
5639,Sodankylä Tähtelä,-1.0,-1,10.4,2015-06-10
5640,Sodankylä Tähtelä,-1.0,-1,8.7,2015-06-11
5641,Sodankylä Tähtelä,-1.0,-1,9.7,2015-06-12
5642,Sodankylä Tähtelä,-1.0,-1,10.4,2015-06-13
5643,Sodankylä Tähtelä,-1.0,-1,10.3,2015-06-14
5644,Sodankylä Tähtelä,9.6,-1,7.2,2015-06-15
5645,Sodankylä Tähtelä,5.7,-1,5.6,2015-06-16
5646,Sodankylä Tähtelä,0.0,-1,7.9,2015-06-17
5647,Sodankylä Tähtelä,3.3,-1,9.2,2015-06-18
5648,Sodankylä Tähtelä,2.6,-1,9.7,2015-06-19
5649,Sodankylä Tähtelä,-1.0,-1,10.9,2015-06-20
5650,Sodankylä Tähtelä,-1.0,-1,13.2,2015-06-21
5651,Sodankylä Tähtelä,-1.0,-1,16.6,2015-06-22
5652,Sodankylä Tähtelä,1.9,-1,16.8,2015-06-23
5653,Sodankylä Tähtelä,8.3,-1,13.5,2015-06-24
5654,Sodankylä Tähtelä,8.5,-1,14.0,2015-06-25
5655,Sodankylä Tähtelä,4.8,-1,10.7,2015-06-26
5656,Sodankylä Tähtelä,0.9,-1,9.9,2015-06-27
5657,Sodankylä Tähtelä,-1.0,-1,12.5,2015-06-28
5658,Sodankylä Tähtelä,-1.0,-1,12.9,2015-06-29
5659,Sodankylä Tähtelä,-1.0,-1,11.5,2015-06-30
5660,Sodankylä Tähtelä,-1.0,-1,12.5,2015-07-01
5661,Sodankylä Tähtelä,6.6,-1,12.6,2015-07-02
5662,Sodankylä Tähtelä,-1.0,-1,14.4,2015-07-03
5663,Sodankylä Tähtelä,-1.0,-1,10.5,2015-07-04
5664,Sodankylä Tähtelä,-1.0,-1,8.1,2015-07-05
5665,Sodankylä Tähtelä,6.3,-1,9.8,2015-07-06
5666,Sodankylä Tähtelä,7.6,-1,9.4,2015-07-07
5667,Sodankylä Tähtelä,0.0,-1,11.3,2015-07-08
5668,Sodankylä Tähtelä,0.2,-1,15.5,2015-07-09
5669,Sodankylä Tähtelä,-1.0,-1,10.7,2015-07-10
5670,Sodankylä Tähtelä,-1.0,-1,10.0,2015-07-11
5671,Sodankylä Tähtelä,-1.0,-1,10.5,2015-07-12
5672,Sodankylä Tähtelä,0.1,-1,7.8,2015-07-13
5673,Sodankylä Tähtelä,-1.0,-1,9.0,2015-07-14
5674,Sodankylä Tähtelä,-1.0,-1,9.3,2015-07-15
5675,Sodankylä Tähtelä,1.0,-1,12.6,2015-07-16
5676,Sodankylä Tähtelä,-1.0,-1,14.3,2015-07-17
5677,Sodankylä Tähtelä,2.0,-1,15.3,2015-07-18
5678,Sodankylä Tähtelä,1.5,-1,13.5,2015-07-19
5679,Sodankylä Tähtelä,3.6,-1,13.6,2015-07-20
5680,Sodankylä Tähtelä,1.6,-1,10.1,2015-07-21
5681,Sodankylä Tähtelä,-1.0,-1,11.2,2015-07-22
5682,Sodankylä Tähtelä,-1.0,-1,11.9,2015-07-23
5683,Sodankylä Tähtelä,0.1,-1,13.2,2015-07-24
5684,Sodankylä Tähtelä,17.5,-1,11.8,2015-07-25
5685,Sodankylä Tähtelä,3.2,-1,13.1,2015-07-26
5686,Sodankylä Tähtelä,8.6,-1,10.8,2015-07-27
5687,Sodankylä Tähtelä,11.1,-1,15.3,2015-07-28
5688,Sodankylä Tähtelä,12.5,-1,14.8,2015-07-29
5689,Sodankylä Tähtelä,5.5,-1,15.6,2015-07-30
5690,Sodankylä Tähtelä,-1.0,-1,14.4,2015-07-31
5691,Sodankylä Tähtelä,-1.0,-1,11.9,2015-08-01
5692,Sodankylä Tähtelä,-1.0,-1,12.9,2015-08-02
5693,Sodankylä Tähtelä,5.1,-1,12.7,2015-08-03
5694,Sodankylä Tähtelä,-1.0,-1,12.3,2015-08-04
5695,Sodankylä Tähtelä,-1.0,-1,14.4,2015-08-05
5696,Sodankylä Tähtelä,4.6,-1,14.4,2015-08-06
5697,Sodankylä Tähtelä,4.0,-1,15.0,2015-08-07
5698,Sodankylä Tähtelä,7.5,-1,14.8,2015-08-08
5699,Sodankylä Tähtelä,1.5,-1,13.0,2015-08-09
5700,Sodankylä Tähtelä,-1.0,-1,13.7,2015-08-10
5701,Sodankylä Tähtelä,6.4,-1,15.3,2015-08-11
5702,Sodankylä Tähtelä,1.2,-1,15.2,2015-08-12
5703,Sodankylä Tähtelä,-1.0,-1,12.0,2015-08-13
5704,Sodankylä Tähtelä,-1.0,-1,10.6,2015-08-14
5705,Sodankylä Tähtelä,0.1,-1,11.3,2015-08-15
5706,Sodankylä Tähtelä,-1.0,-1,10.5,2015-08-16
5707,Sodankylä Tähtelä,-1.0,-1,13.7,2015-08-17
5708,Sodankylä Tähtelä,-1.0,-1,15.6,2015-08-18
5709,Sodankylä Tähtelä,-1.0,-1,17.1,2015-08-19
5710,Sodankylä Tähtelä,-1.0,-1,15.5,2015-08-20
5711,Sodankylä Tähtelä,-1.0,-1,14.7,2015-08-21
5712,Sodankylä Tähtelä,-1.0,-1,14.9,2015-08-22
5713,Sodankylä Tähtelä,-1.0,-1,15.8,2015-08-23
5714,Sodankylä Tähtelä,0.2,-1,16.2,2015-08-24
5715,Sodankylä Tähtelä,2.5,-1,13.5,2015-08-25
5716,Sodankylä Tähtelä,0.4,-1,12.5,2015-08-26
5717,Sodankylä Tähtelä,4.4,-1,11.6,2015-08-27
5718,Sodankylä Tähtelä,14.0,-1,11.1,2015-08-28
5719,Sodankylä Tähtelä,1.3,-1,11.6,2015-08-29
5720,Sodankylä Tähtelä,-1.0,-1,12.3,2015-08-30
5721,Sodankylä Tähtelä,0.6,-1,12.2,2015-08-31
5722,Sodankylä Tähtelä,0.8,-1,8.2,2015-09-01
5723,Sodankylä Tähtelä,-1.0,-1,6.2,2015-09-02
5724,Sodankylä Tähtelä,-1.0,-1,8.1,2015-09-03
5725,Sodankylä Tähtelä,1.6,-1,9.8,2015-09-04
5726,Sodankylä Tähtelä,11.6,-1,9.4,2015-09-05
5727,Sodankylä Tähtelä,4.7,-1,9.3,2015-09-06
5728,Sodankylä Tähtelä,0.5,-1,7.2,2015-09-07
5729,Sodankylä Tähtelä,0.1,-1,7.1,2015-09-08
5730,Sodankylä Tähtelä,-1.0,-1,10.3,2015-09-09
5731,Sodankylä Tähtelä,-1.0,-1,9.3,2015-09-10
5732,Sodankylä Tähtelä,-1.0,-1,10.9,2015-09-11
5733,Sodankylä Tähtelä,-1.0,-1,11.6,2015-09-12
5734,Sodankylä Tähtelä,-1.0,-1,11.2,2015-09-13
5735,Sodankylä Tähtelä,-1.0,-1,11.2,2015-09-14
5736,Sodankylä Tähtelä,-1.0,-1,10.9,2015-09-15
5737,Sodankylä Tähtelä,0.1,-1,9.8,2015-09-16
5738,Sodankylä Tähtelä,0.2,-1,11.1,2015-09-17
5739,Sodankylä Tähtelä,20.5,-1,10.9,2015-09-18
5740,Sodankylä Tähtelä,1.4,-1,12.1,2015-09-19
5741,Sodankylä Tähtelä,1.0,-1,11.8,2015-09-20
5742,Sodankylä Tähtelä,0.2,-1,10.6,2015-09-21
5743,Sodankylä Tähtelä,20.2,-1,9.3,2015-09-22
5744,Sodankylä Tähtelä,2.1,-1,10.7,2015-09-23
5745,Sodankylä Tähtelä,-1.0,-1,11.2,2015-09-24
5746,Sodankylä Tähtelä,5.2,-1,10.8,2015-09-25
5747,Sodankylä Tähtelä,1.2,-1,8.8,2015-09-26
5748,Sodankylä Tähtelä,0.3,-1,8.4,2015-09-27
5749,Sodankylä Tähtelä,-1.0,-1,5.5,2015-09-28
5750,Sodankylä Tähtelä,0.3,-1,6.2,2015-09-29
5751,Sodankylä Tähtelä,-1.0,-1,8.4,2015-09-30
5752,Sodankylä Tähtelä,-1.0,-1,5.1,2015-10-01
5753,Sodankylä Tähtelä,5.5,-1,1.4,2015-10-02
5754,Sodankylä Tähtelä,5.7,-1,1.8,2015-10-03
5755,Sodankylä Tähtelä,1.8,-1,0.3,2015-10-04
5756,Sodankylä Tähtelä,-1.0,-1,-0.1,2015-10-05
5757,Sodankylä Tähtelä,-1.0,-1,-1.7,2015-10-06
5758,Sodankylä Tähtelä,-1.0,-1,-3.7,2015-10-07
5759,Sodankylä Tähtelä,-1.0,-1,-3.8,2015-10-08
5760,Sodankylä Tähtelä,-1.0,-1,-3.9,2015-10-09
5761,Sodankylä Tähtelä,-1.0,-1,-5.3,2015-10-10
5762,Sodankylä Tähtelä,-1.0,-1,-3.5,2015-10-11
5763,Sodankylä Tähtelä,0.8,-1,1.5,2015-10-12
5764,Sodankylä Tähtelä,-1.0,-1,2.2,2015-10-13
5765,Sodankylä Tähtelä,-1.0,-1,0.9,2015-10-14
5766,Sodankylä Tähtelä,-1.0,-1,3.3,2015-10-15
5767,Sodankylä Tähtelä,0.4,-1,3.7,2015-10-16
5768,Sodankylä Tähtelä,-1.0,-1,5.5,2015-10-17
5769,Sodankylä Tähtelä,0.0,-1,5.5,2015-10-18
5770,Sodankylä Tähtelä,0.1,-1,4.9,2015-10-19
