Direct solar radiation mean [W/m2],Date,monthly_mean
1.4,2021-11-06,15.620000000000001
91.3,2021-11-07,15.620000000000001
66.0,2021-11-08,15.620000000000001
3.8,2021-11-09,15.620000000000001
23.4,2021-11-10,15.620000000000001
41.1,2021-11-11,15.620000000000001
1.3,2021-11-12,15.620000000000001
1.9,2021-11-13,15.620000000000001
39.0,2021-11-14,15.620000000000001
1.3,2021-11-15,15.620000000000001
30.8,2021-11-16,15.620000000000001
0.9,2021-11-17,15.620000000000001
1.0,2021-11-18,15.620000000000001
49.5,2021-11-19,15.620000000000001
1.9,2021-11-20,15.620000000000001
22.3,2021-11-21,15.620000000000001
35.3,2021-11-22,15.620000000000001
2.4,2021-11-23,15.620000000000001
34.1,2021-11-24,15.620000000000001
3.4,2021-11-25,15.620000000000001
1.8,2021-11-26,15.620000000000001
3.8,2021-11-27,15.620000000000001
3.0,2021-11-28,15.620000000000001
1.7,2021-11-29,15.620000000000001
2.7,2021-11-30,15.620000000000001
1.2,2021-12-01,2.3096774193548386
0.7,2021-12-02,2.3096774193548386
2.1,2021-12-03,2.3096774193548386
7.2,2021-12-04,2.3096774193548386
8.5,2021-12-05,2.3096774193548386
3.3,2021-12-06,2.3096774193548386
3.9,2021-12-07,2.3096774193548386
4.1,2021-12-08,2.3096774193548386
3.2,2021-12-09,2.3096774193548386
1.8,2021-12-10,2.3096774193548386
1.9,2021-12-11,2.3096774193548386
1.2,2021-12-12,2.3096774193548386
1.4,2021-12-13,2.3096774193548386
1.2,2021-12-14,2.3096774193548386
1.0,2021-12-15,2.3096774193548386
2.0,2021-12-16,2.3096774193548386
2.5,2021-12-17,2.3096774193548386
1.7,2021-12-18,2.3096774193548386
0.9,2021-12-19,2.3096774193548386
1.9,2021-12-20,2.3096774193548386
2.4,2021-12-21,2.3096774193548386
2.7,2021-12-22,2.3096774193548386
1.7,2021-12-23,2.3096774193548386
0.6,2021-12-24,2.3096774193548386
0.7,2021-12-25,2.3096774193548386
1.6,2021-12-26,2.3096774193548386
2.6,2021-12-27,2.3096774193548386
3.6,2021-12-28,2.3096774193548386
1.9,2021-12-29,2.3096774193548386
1.5,2021-12-30,2.3096774193548386
0.6,2021-12-31,2.3096774193548386
1.3,2022-01-01,1.6516129032258065
2.8,2022-01-02,1.6516129032258065
2.7,2022-01-03,1.6516129032258065
0.9,2022-01-04,1.6516129032258065
1.9,2022-01-05,1.6516129032258065
2.7,2022-01-06,1.6516129032258065
1.4,2022-01-07,1.6516129032258065
2.6,2022-01-08,1.6516129032258065
3.1,2022-01-09,1.6516129032258065
4.0,2022-01-10,1.6516129032258065
1.4,2022-01-11,1.6516129032258065
0.3,2022-01-12,1.6516129032258065
0.3,2022-01-13,1.6516129032258065
0.6,2022-01-14,1.6516129032258065
1.2,2022-01-15,1.6516129032258065
0.9,2022-01-16,1.6516129032258065
0.4,2022-01-17,1.6516129032258065
2.3,2022-01-18,1.6516129032258065
0.8,2022-01-19,1.6516129032258065
1.3,2022-01-20,1.6516129032258065
0.5,2022-01-21,1.6516129032258065
2.6,2022-01-22,1.6516129032258065
0.4,2022-01-23,1.6516129032258065
-0.4,2022-01-24,1.6516129032258065
0.5,2022-01-25,1.6516129032258065
2.1,2022-01-26,1.6516129032258065
1.5,2022-01-27,1.6516129032258065
2.5,2022-01-28,1.6516129032258065
3.2,2022-01-29,1.6516129032258065
2.2,2022-01-30,1.6516129032258065
3.2,2022-01-31,1.6516129032258065
3.8,2022-02-01,35.71785714285714
2.0,2022-02-02,35.71785714285714
3.4,2022-02-03,35.71785714285714
2.6,2022-02-04,35.71785714285714
1.2,2022-02-05,35.71785714285714
0.7,2022-02-06,35.71785714285714
1.3,2022-02-07,35.71785714285714
1.6,2022-02-08,35.71785714285714
1.3,2022-02-09,35.71785714285714
1.0,2022-02-10,35.71785714285714
1.6,2022-02-11,35.71785714285714
2.8,2022-02-12,35.71785714285714
2.8,2022-02-13,35.71785714285714
148.1,2022-02-14,35.71785714285714
152.4,2022-02-15,35.71785714285714
4.0,2022-02-16,35.71785714285714
1.0,2022-02-17,35.71785714285714
0.5,2022-02-18,35.71785714285714
26.3,2022-02-19,35.71785714285714
41.6,2022-02-20,35.71785714285714
2.4,2022-02-21,35.71785714285714
63.2,2022-02-22,35.71785714285714
44.8,2022-02-23,35.71785714285714
1.0,2022-02-24,35.71785714285714
76.9,2022-02-25,35.71785714285714
204.3,2022-02-26,35.71785714285714
136.7,2022-02-27,35.71785714285714
70.8,2022-02-28,35.71785714285714
0.4,2022-03-01,119.06451612903226
115.9,2022-03-02,119.06451612903226
182.1,2022-03-03,119.06451612903226
217.5,2022-03-04,119.06451612903226
1.6,2022-03-05,119.06451612903226
2.1,2022-03-06,119.06451612903226
86.4,2022-03-07,119.06451612903226
1.7,2022-03-08,119.06451612903226
1.0,2022-03-09,119.06451612903226
0.7,2022-03-10,119.06451612903226
67.3,2022-03-11,119.06451612903226
262.3,2022-03-12,119.06451612903226
141.9,2022-03-13,119.06451612903226
68.2,2022-03-14,119.06451612903226
100.2,2022-03-15,119.06451612903226
223.2,2022-03-16,119.06451612903226
236.2,2022-03-17,119.06451612903226
8.0,2022-03-18,119.06451612903226
56.9,2022-03-19,119.06451612903226
64.3,2022-03-20,119.06451612903226
272.0,2022-03-21,119.06451612903226
278.6,2022-03-22,119.06451612903226
25.3,2022-03-23,119.06451612903226
335.0,2022-03-24,119.06451612903226
1.8,2022-03-25,119.06451612903226
115.4,2022-03-26,119.06451612903226
315.5,2022-03-27,119.06451612903226
340.5,2022-03-28,119.06451612903226
14.4,2022-03-29,119.06451612903226
31.2,2022-03-30,119.06451612903226
123.4,2022-03-31,119.06451612903226
10.4,2022-04-01,135.86
17.0,2022-04-02,135.86
9.2,2022-04-03,135.86
98.3,2022-04-04,135.86
1.0,2022-04-05,135.86
0.3,2022-04-06,135.86
169.8,2022-04-07,135.86
48.1,2022-04-08,135.86
0.5,2022-04-09,135.86
58.5,2022-04-10,135.86
5.1,2022-04-11,135.86
97.6,2022-04-12,135.86
208.2,2022-04-13,135.86
177.7,2022-04-14,135.86
121.4,2022-04-15,135.86
37.3,2022-04-16,135.86
16.0,2022-04-17,135.86
143.7,2022-04-18,135.86
466.8,2022-04-19,135.86
449.7,2022-04-20,135.86
371.6,2022-04-21,135.86
94.7,2022-04-22,135.86
133.8,2022-04-23,135.86
151.3,2022-04-24,135.86
60.8,2022-04-25,135.86
241.4,2022-04-26,135.86
288.9,2022-04-27,135.86
128.1,2022-04-28,135.86
339.1,2022-04-29,135.86
129.5,2022-04-30,135.86
245.2,2022-05-01,185.83548387096772
0.6,2022-05-02,185.83548387096772
39.4,2022-05-03,185.83548387096772
248.9,2022-05-04,185.83548387096772
196.9,2022-05-05,185.83548387096772
291.3,2022-05-06,185.83548387096772
179.6,2022-05-07,185.83548387096772
262.8,2022-05-08,185.83548387096772
320.2,2022-05-09,185.83548387096772
5.2,2022-05-10,185.83548387096772
0.2,2022-05-11,185.83548387096772
191.7,2022-05-12,185.83548387096772
281.8,2022-05-13,185.83548387096772
256.3,2022-05-14,185.83548387096772
91.9,2022-05-15,185.83548387096772
0.5,2022-05-16,185.83548387096772
6.1,2022-05-17,185.83548387096772
66.2,2022-05-18,185.83548387096772
275.2,2022-05-19,185.83548387096772
138.2,2022-05-20,185.83548387096772
54.2,2022-05-21,185.83548387096772
251.3,2022-05-22,185.83548387096772
205.6,2022-05-23,185.83548387096772
480.6,2022-05-24,185.83548387096772
391.9,2022-05-25,185.83548387096772
435.7,2022-05-26,185.83548387096772
0.0,2022-05-27,185.83548387096772
19.2,2022-05-28,185.83548387096772
32.8,2022-05-29,185.83548387096772
496.5,2022-05-30,185.83548387096772
294.9,2022-05-31,185.83548387096772
106.7,2022-06-01,259.7033333333333
231.5,2022-06-02,259.7033333333333
75.8,2022-06-03,259.7033333333333
62.1,2022-06-04,259.7033333333333
153.6,2022-06-05,259.7033333333333
346.9,2022-06-06,259.7033333333333
371.0,2022-06-07,259.7033333333333
346.6,2022-06-08,259.7033333333333
97.1,2022-06-09,259.7033333333333
654.9,2022-06-10,259.7033333333333
460.2,2022-06-11,259.7033333333333
198.9,2022-06-12,259.7033333333333
348.2,2022-06-13,259.7033333333333
216.2,2022-06-14,259.7033333333333
6.1,2022-06-15,259.7033333333333
0.5,2022-06-16,259.7033333333333
17.2,2022-06-17,259.7033333333333
445.7,2022-06-18,259.7033333333333
416.1,2022-06-19,259.7033333333333
120.1,2022-06-20,259.7033333333333
205.3,2022-06-21,259.7033333333333
96.4,2022-06-22,259.7033333333333
129.3,2022-06-23,259.7033333333333
492.3,2022-06-24,259.7033333333333
248.3,2022-06-25,259.7033333333333
501.4,2022-06-26,259.7033333333333
165.1,2022-06-27,259.7033333333333
393.0,2022-06-28,259.7033333333333
520.3,2022-06-29,259.7033333333333
364.3,2022-06-30,259.7033333333333
403.8,2022-07-01,159.2935483870968
352.5,2022-07-02,159.2935483870968
267.7,2022-07-03,159.2935483870968
414.2,2022-07-04,159.2935483870968
253.3,2022-07-05,159.2935483870968
262.9,2022-07-06,159.2935483870968
285.6,2022-07-07,159.2935483870968
193.6,2022-07-08,159.2935483870968
207.3,2022-07-09,159.2935483870968
16.4,2022-07-10,159.2935483870968
30.7,2022-07-11,159.2935483870968
213.2,2022-07-12,159.2935483870968
10.6,2022-07-13,159.2935483870968
5.7,2022-07-14,159.2935483870968
100.3,2022-07-15,159.2935483870968
57.1,2022-07-16,159.2935483870968
208.8,2022-07-17,159.2935483870968
47.0,2022-07-18,159.2935483870968
222.5,2022-07-19,159.2935483870968
104.5,2022-07-20,159.2935483870968
225.5,2022-07-21,159.2935483870968
152.1,2022-07-22,159.2935483870968
319.7,2022-07-23,159.2935483870968
249.6,2022-07-24,159.2935483870968
99.7,2022-07-25,159.2935483870968
1.0,2022-07-26,159.2935483870968
154.9,2022-07-27,159.2935483870968
27.0,2022-07-28,159.2935483870968
14.1,2022-07-29,159.2935483870968
35.0,2022-07-30,159.2935483870968
1.8,2022-07-31,159.2935483870968
97.3,2022-08-01,177.31290322580645
69.2,2022-08-02,177.31290322580645
176.5,2022-08-03,177.31290322580645
24.4,2022-08-04,177.31290322580645
11.4,2022-08-05,177.31290322580645
1.0,2022-08-06,177.31290322580645
97.1,2022-08-07,177.31290322580645
136.2,2022-08-08,177.31290322580645
165.5,2022-08-09,177.31290322580645
10.7,2022-08-10,177.31290322580645
203.9,2022-08-11,177.31290322580645
215.7,2022-08-12,177.31290322580645
377.6,2022-08-13,177.31290322580645
407.9,2022-08-14,177.31290322580645
