Date,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],cloud_cover_code
2012-05-11,4.6,15,3.7,7
2012-05-12,0.3,10,3,7
2012-05-13,-1,8,3,1
2012-05-14,0.9,2,4.6,0
2012-05-15,0.2,0,8.9,8
2012-05-16,-1,-1,9.5,8
2012-05-17,4.5,-1,7.6,1
2012-05-18,3.7,-1,10.9,3
2012-05-19,0.4,-1,8.7,7
2012-05-20,6,-1,7.9,7
2012-05-21,-1,-1,7.8,7
2012-05-22,-1,-1,4.8,5
2012-05-23,-1,-1,5.7,0
2012-05-24,-1,-1,10.5,5
2012-05-25,0.4,-1,13.9,8
2012-05-26,-1,-1,11.6,0
2012-05-27,1.7,-1,14.7,8
2012-05-28,0.3,-1,9.2,5
2012-05-29,3.2,0,4.7,7
2012-05-30,1.1,-1,4.6,7
2012-05-31,-1,-1,6,0
2012-06-01,4,-1,7.6,7
2012-06-02,-1,-1,8.8,7
2012-06-03,-1,-1,8.5,7
2012-06-04,2.6,-1,11.1,1
2012-06-05,7.1,-1,7.9,7
2012-06-06,3.7,-1,6.8,7
2012-06-07,2.4,-1,10.4,8
2012-06-08,4.8,-1,9.6,7
2012-06-09,-1,-1,8,7
2012-06-10,-1,-1,10.9,8
2012-06-11,-1,-1,13.3,8
2012-06-12,0.6,-1,14,5
2012-06-13,15,-1,13.8,7
2012-06-14,-1,-1,12.5,8
2012-06-15,-1,-1,15.4,0
2012-06-16,-1,-1,15.3,0
2012-06-17,7.3,-1,14.8,0
2012-06-18,2.3,-1,13.8,7
2012-06-19,12.2,-1,13.9,7
2012-06-20,3.7,-1,11.3,8
2012-06-21,0.5,-1,8,7
2012-06-22,0.5,-1,8.2,8
2012-06-23,-1,-1,11,8
2012-06-24,-1,-1,12.2,0
2012-06-25,3.3,-1,10.8,0
2012-06-26,17.5,-1,14.1,7
2012-06-27,22.2,-1,10.2,8
2012-06-28,2.8,-1,4.6,8
2012-06-29,-1,-1,9.2,7
2012-06-30,3.2,-1,12.9,3
2012-07-01,2.7,-1,12.2,8
2012-07-02,5.1,-1,15.3,0
2012-07-03,-1,-1,14.6,8
2012-07-04,-1,-1,10.8,7
2012-07-05,-1,-1,13.1,0
2012-07-06,-1,-1,18.2,0
2012-07-07,4.4,-1,17.7,7
2012-07-08,-1,-1,16.3,8
2012-07-09,-1,-1,13.6,5
2012-07-10,4.4,-1,11.3,0
2012-07-11,8.9,-1,12,7
2012-07-12,4.2,-1,15.8,8
2012-07-13,19.5,-1,17.9,7
2012-07-14,1.7,-1,15.3,7
2012-07-15,6.5,-1,15.9,0
2012-07-16,2.5,-1,16.1,8
2012-07-17,4.2,-1,16,8
2012-07-18,4.7,-1,15.6,0
2012-07-19,3.8,-1,12,8
2012-07-20,-1,-1,8.8,7
2012-07-21,1.2,-1,12.1,7
2012-07-22,0.8,-1,12,5
2012-07-23,0.7,-1,13.3,5
2012-07-24,0.3,-1,16.6,8
2012-07-25,-1,-1,16.6,3
2012-07-26,-1,-1,15.3,7
2012-07-27,0.4,-1,13.7,7
2012-07-28,-1,-1,15.7,8
2012-07-29,-1,-1,19.2,7
2012-07-30,6,-1,20.7,7
2012-07-31,0.4,-1,19,7
2012-08-01,-1,-1,16.8,5
2012-08-02,-1,-1,15.2,1
2012-08-03,-1,-1,15.1,7
2012-08-04,-1,-1,14.6,0
2012-08-05,14.4,-1,14.8,5
2012-08-06,13.5,-1,14,7
2012-08-07,12.4,-1,11,7
2012-08-08,-1,-1,8.7,7
2012-08-09,-1,-1,9.1,8
2012-08-10,-1,-1,10.8,0
2012-08-11,-1,-1,12.6,0
2012-08-12,-1,-1,14.9,7
2012-08-13,-1,-1,14.8,0
2012-08-14,-1,-1,16.1,0
2012-08-15,-1,-1,16.9,0
2012-08-16,-1,-1,16.3,1
2012-08-17,0.7,-1,16.5,0
2012-08-18,1.3,-1,12,1
2012-08-19,-1,-1,7.4,5
2012-08-20,-1,-1,8.1,0
2012-08-21,9.3,-1,12.4,0
2012-08-22,8.8,-1,11.6,7
2012-08-23,1.1,-1,9.5,7
2012-08-24,-1,-1,9.1,8
2012-08-25,-1,-1,8.6,0
2012-08-26,-1,-1,11.4,7
2012-08-27,-1,-1,11.2,3
2012-08-28,-1,-1,10.1,0
2012-08-29,-1,-1,11,8
2012-08-30,-1,-1,9.8,0
2012-08-31,-1,-1,9.3,0
2012-09-01,-1,-1,8.9,7
2012-09-02,0.7,-1,9.1,7
2012-09-03,-1,-1,11.8,8
2012-09-04,2.5,-1,10.5,3
2012-09-05,1.7,-1,12.6,7
2012-09-06,0.3,-1,10.1,7
2012-09-07,-1,-1,6.9,3
2012-09-08,0.6,-1,6,7
2012-09-09,-1,-1,5.5,0
2012-09-10,-1,-1,5.4,7
2012-09-11,1.3,-1,8.5,7
2012-09-12,11.7,-1,11.8,7
2012-09-13,0.2,-1,11.1,8
2012-09-14,2.5,-1,10.1,7
2012-09-15,1.5,-1,10.7,7
2012-09-16,-1,-1,8.9,3
2012-09-17,8,-1,9,1
2012-09-18,3.4,-1,9.9,7
2012-09-19,3.7,-1,8,0
2012-09-20,2.9,-1,9.1,8
2012-09-21,4,-1,7.2,7
2012-09-22,1,-1,7.3,7
2012-09-23,-1,-1,5.9,8
2012-09-24,-1,-1,4.5,8
2012-09-25,-1,-1,1.3,0
2012-09-26,-1,-1,3,5
2012-09-27,17.9,-1,4.8,7
2012-09-28,1,-1,6.6,7
2012-09-29,2,-1,5.3,7
2012-09-30,1.9,-1,5.6,9
2012-10-01,1.9,-1,7.5,8
2012-10-02,7.4,-1,8.5,8
2012-10-03,0.1,-1,9.9,5
2012-10-04,0.2,-1,8.3,7
2012-10-05,1.7,-1,9.6,7
2012-10-06,6.6,-1,6.5,7
2012-10-07,-1,-1,4,0
2012-10-08,6.8,-1,4.1,5
2012-10-09,1.4,-1,4.4,7
2012-10-10,-1,-1,4.1,1
2012-10-11,0.6,-1,3.9,8
2012-10-12,1.7,-1,3.6,8
2012-10-13,4.6,-1,3.6,8
2012-10-14,1.4,-1,3.1,7
2012-10-15,1.2,-1,1.8,8
2012-10-16,6.6,-1,-0.4,8
2012-10-17,2.1,4,1.8,8
2012-10-18,3,2,0.8,8
2012-10-19,0.2,-1,3.2,7
2012-10-20,-1,-1,-0.6,8
2012-10-21,-1,-1,-4.5,0
2012-10-22,-1,-1,-4.9,0
2012-10-23,3.8,-1,-1.8,8
2012-10-24,2.4,5,-1.2,7
2012-10-25,-1,6,-7.1,0
2012-10-26,-1,6,-14.4,0
2012-10-27,-1,6,-12.8,8
2012-10-28,-1,6,-4.5,8
2012-10-29,-1,6,-4.9,7
2012-10-30,0.8,6,-1.7,7
2012-10-31,3,8,-2.6,7
2012-11-01,3.7,12,-0.6,8
2012-11-02,0.4,9,1.2,8
2012-11-03,6.5,8,0.6,7
2012-11-04,3.6,14,0.3,8
2012-11-05,1.5,18,0.8,8
2012-11-06,1.9,17,0.5,8
2012-11-07,1.7,18,-2.2,8
2012-11-08,0.5,20,-6.4,7
2012-11-09,-1,20,-10.2,8
2012-11-10,1.6,20,-6.1,7
2012-11-11,1.3,19,1.9,8
2012-11-12,3.5,16,1,8
2012-11-13,0.6,15,-3.2,7
2012-11-14,1.2,17,-6.8,0
2012-11-15,-1,18,0.4,8
2012-11-16,2.4,18,-5,3
2012-11-17,1.5,19,1.6,8
2012-11-18,2.2,18,2.4,7
2012-11-19,-1,15,1.7,7
2012-11-20,2,15,-1.3,0
2012-11-21,1.4,-,3,8
2012-11-22,5,-,3.8,8
2012-11-23,4.2,-,1.5,7
2012-11-24,0.3,7,0.5,7
2012-11-25,2.8,7,0.1,8
2012-11-26,-1,11,-1.7,8
2012-11-27,-1,11,-11.5,7
2012-11-28,-1,11,-21.2,7
2012-11-29,-1,11,-17.8,5
2012-11-30,-1,11,-17.6,8
2012-12-01,2.3,14,-11,7
2012-12-02,1.4,16,-10,7
2012-12-03,-1,17,-21.6,7
2012-12-04,-1,16,-25.4,7
2012-12-05,-1,16,-23.1,7
2012-12-06,-1,16,-20.5,8
2012-12-07,-1,17,-9.4,8
2012-12-08,-1,17,-4.3,7
2012-12-09,2.8,17,-6.4,0
2012-12-10,2.9,20,-9.1,8
2012-12-11,1.5,23,-13.4,8
2012-12-12,0.7,26,-7,7
2012-12-13,0.7,25,-6.3,7
2012-12-14,-1,25,-8.1,7
2012-12-15,-1,24,-10.4,8
2012-12-16,-1,24,-9.9,7
2012-12-17,2.4,24,-8.4,7
2012-12-18,-1,29,-14.7,7
2012-12-19,-1,28,-29.4,1
2012-12-20,-1,27,-29.5,7
2012-12-21,-1,27,-26.7,8
2012-12-22,-1,27,-31.6,7
2012-12-23,-1,26,-23.5,7
2012-12-24,-1,26,-30.7,0
2012-12-25,-1,27,-30.3,5
2012-12-26,-1,26,-22.9,7
2012-12-27,3.4,26,-13.1,8
2012-12-28,-1,32,-12.7,7
2012-12-29,-1,30,-20,8
2012-12-30,8.4,31,-10.8,0
2012-12-31,1.7,37,-4.4,8
2013-01-01,5.4,37,-1.6,8
2013-01-02,0.2,42,-2.3,7
2013-01-03,-1,41,-4.4,7
2013-01-04,-1,40,-7.5,8
2013-01-05,-1,39,-13.4,0
2013-01-06,0.5,39,-14,8
2013-01-07,0.6,39,-8,7
2013-01-08,2,39,-9.5,7
2013-01-09,0.7,41,-10.1,7
2013-01-10,-1,43,-8.4,8
2013-01-11,-1,42,-10.5,8
2013-01-12,-1,41,-12.8,7
2013-01-13,-1,41,-10.3,9
2013-01-14,1.4,40,-6.5,8
2013-01-15,-1,41,-18.4,0
2013-01-16,-1,40,-27.5,7
2013-01-17,-1,40,-24.7,0
2013-01-18,5,41,-10.7,7
2013-01-19,0.2,46,-6.7,8
2013-01-20,1.1,45,-9.6,7
2013-01-21,0.7,48,-8.2,8
2013-01-22,-1,48,-8.9,5
2013-01-23,1.4,47,-12.3,1
2013-01-24,-1,48,-18.1,7
2013-01-25,-1,47,-14.9,9
2013-01-26,1.7,47,-19.3,8
2013-01-27,2,53,-9.5,8
2013-01-28,1.1,57,-11.6,8
2013-01-29,1.2,58,-2.6,7
2013-01-30,1,56,-0.9,7
2013-01-31,1.1,55,-2.3,8
2013-02-01,1,55,-1.8,8
2013-02-02,0.3,56,-4.7,8
2013-02-03,0.4,55,-6.4,7
2013-02-04,-1,55,-7.1,8
2013-02-05,-1,53,-7.5,8
2013-02-06,-1,54,-13,8
2013-02-07,-1,54,-14.6,0
2013-02-08,-1,54,-18.9,7
2013-02-09,-1,54,-20.9,8
2013-02-10,-1,54,-19.7,0
2013-02-11,-1,53,-9.9,7
2013-02-12,-1,53,-17.3,5
2013-02-13,-1,52,-10.3,1
2013-02-14,0.9,52,-4,7
2013-02-15,-1,52,-4.1,8
2013-02-16,1.1,52,-3.2,7
2013-02-17,-1,55,-2.5,7
2013-02-18,-1,54,-12.3,7
2013-02-19,-1,53,-10.8,7
2013-02-20,-1,52,-16.6,0
2013-02-21,2.3,52,-6.9,7
2013-02-22,-1,54,-13.4,8
2013-02-23,0.8,54,-3.8,7
2013-02-24,-1,54,-0.7,7
2013-02-25,2.2,53,-1.6,7
2013-02-26,0.8,-,-1.9,3
2013-02-27,3.2,55,-8.1,7
2013-02-28,-1,58,-8,7
2013-03-01,-1,59,-16.1,7
2013-03-02,-1,59,-20.4,1
2013-03-03,-1,58,-24,1
2013-03-04,-1,58,-21,5
2013-03-05,4.8,59,-13.5,0
2013-03-06,2.9,64,-11.5,7
2013-03-07,-1,68,-15.2,8
2013-03-08,-1,67,-17.2,8
2013-03-09,-1,66,-20.4,0
2013-03-10,0.2,65,-13.9,3
2013-03-11,-1,65,-16.7,1
2013-03-12,-1,65,-22.9,3
2013-03-13,-1,65,-20.9,0
2013-03-14,0.5,66,-14.9,8
2013-03-15,-1,67,-23.4,5
2013-03-16,-1,67,-23.8,0
2013-03-17,-1,67,-20.6,0
2013-03-18,-1,66,-18.3,1
2013-03-19,-1,66,-17.2,0
2013-03-20,-1,66,-13,7
2013-03-21,-1,65,-11.9,7
2013-03-22,1.6,65,-7.7,7
2013-03-23,-1,67,-4.8,7
2013-03-24,-1,67,-4.4,7
2013-03-25,-1,66,-4.7,7
2013-03-26,-1,65,-11.9,0
2013-03-27,0.3,65,-11.6,0
2013-03-28,-1,66,-9.7,7
2013-03-29,-1,65,-10.2,0
2013-03-30,0.3,65,-6.2,3
2013-03-31,-1,65,-4.4,7
2013-04-01,-1,64,-3.5,5
2013-04-02,0.9,64,-7.3,7
2013-04-03,0.3,64,-2.4,7
2013-04-04,-1,64,-3.2,8
2013-04-05,-1,64,-5.4,0
2013-04-06,-1,64,-7.4,0
2013-04-07,-1,63,-7.8,0
2013-04-08,-1,63,-11.2,0
2013-04-09,-1,63,-10.4,0
2013-04-10,-1,63,-5.3,5
2013-04-11,-1,63,-4.3,0
2013-04-12,0.8,63,-3.2,0
2013-04-13,1.3,63,2.7,8
2013-04-14,2.7,59,3.3,7
2013-04-15,5.8,56,2.9,0
2013-04-16,0.3,49,3.7,7
2013-04-17,1,38,3.9,8
2013-04-18,5.8,33,4.2,8
2013-04-19,1.1,27,3.7,8
2013-04-20,0.9,23,3,8
2013-04-21,-1,22,2.6,7
2013-04-22,-1,20,5.3,7
2013-04-23,2.7,16,5,7
2013-04-24,0.4,12,3.3,8
2013-04-25,1.7,9,3,0
2013-04-26,-1,6,3.3,7
2013-04-27,-1,-1,2.9,8
2013-04-28,-1,-1,1.7,8
2013-04-29,2.8,-1,2.5,8
2013-04-30,10.9,-1,2.4,7
2013-05-01,3.5,-1,2.2,7
2013-05-02,0.1,-1,3.5,8
2013-05-03,0.5,-1,2.5,7
2013-05-04,4.1,-1,2.9,8
2013-05-05,-1,-1,3.8,8
2013-05-06,-1,-1,5.8,5
2013-05-07,3.1,-1,7.8,7
2013-05-08,-1,-1,5.7,0
2013-05-09,-1,-1,4.5,0
2013-05-10,1.2,-1,6.3,7
2013-05-11,8.9,-1,3.2,7
2013-05-12,2.6,-1,5.6,8
2013-05-13,2.7,-1,4.9,8
2013-05-14,3.1,-1,4.3,8
2013-05-15,0.4,-1,7.5,8
2013-05-16,-1,-1,11.4,1
2013-05-17,-1,-1,13.8,0
2013-05-18,-1,-1,17.1,0
2013-05-19,-1,-1,11.6,5
2013-05-20,-1,-1,9,7
2013-05-21,-1,-1,10,7
2013-05-22,-1,-1,8.5,0
2013-05-23,-1,-1,8.9,0
2013-05-24,-1,-1,10.1,0
2013-05-25,-1,-1,14.1,7
2013-05-26,-1,-1,10.3,0
2013-05-27,-1,-1,12.5,0
2013-05-28,-1,-1,17,0
2013-05-29,-1,-1,18.1,0
2013-05-30,-1,-1,18.2,0
2013-05-31,-1,-1,19.7,0
2013-06-01,-1,-1,20.3,0
2013-06-02,-1,-1,21.1,0
2013-06-03,-1,-1,22.5,7
2013-06-04,18.2,-1,18.5,7
2013-06-05,-1,-1,10.7,8
2013-06-06,-1,-1,12.1,1
2013-06-07,-1,-1,12.4,0
2013-06-08,0.7,-1,14.3,0
2013-06-09,-1,-1,15.7,7
2013-06-10,6.8,-1,13.5,8
2013-06-11,0.7,-1,7.8,8
2013-06-12,-1,-1,6,7
2013-06-13,-1,-1,8.4,3
2013-06-14,14.4,-1,10.4,0
2013-06-15,9.6,-1,12.5,7
2013-06-16,5.4,-1,13.8,3
2013-06-17,9.4,-1,12.6,0
2013-06-18,9.2,-1,10.7,7
2013-06-19,-1,-1,11.2,8
2013-06-20,1.2,-1,14.4,1
2013-06-21,-1,-1,13.6,7
2013-06-22,-1,-1,18.4,0
2013-06-23,-1,-1,19.8,7
2013-06-24,-1,-1,19.7,0
2013-06-25,0.1,-1,20.7,0
2013-06-26,1.8,-1,21.9,7
2013-06-27,4.3,-1,15.8,0
2013-06-28,1.5,-1,15.1,7
2013-06-29,-1,-1,19.3,8
2013-06-30,10.3,-1,19.4,5
2013-07-01,6.9,-1,20,7
2013-07-02,6.7,-1,16.5,1
2013-07-03,0.4,-1,16.7,5
2013-07-04,0.2,-1,17.3,7
2013-07-05,5.1,-1,18.7,7
2013-07-06,5.7,-1,16.6,7
2013-07-07,-1,-1,17.5,8
2013-07-08,-1,-1,15.5,5
2013-07-09,5.4,-1,11.5,1
2013-07-10,-1,-1,12.3,7
2013-07-11,-1,-1,11.8,1
2013-07-12,-1,-1,11,1
2013-07-13,1.8,-1,11.1,0
2013-07-14,-1,-1,15.2,8
2013-07-15,8.5,-1,13.1,5
2013-07-16,44.3,-1,12,7
2013-07-17,3.6,-1,9.7,7
2013-07-18,-1,-1,10.3,8
2013-07-19,0.9,-1,11.2,7
2013-07-20,-1,-1,12.1,8
2013-07-21,1.3,-1,13.2,5
2013-07-22,0.1,-1,12.5,8
2013-07-23,-1,-1,16.4,8
2013-07-24,-1,-1,15.9,0
2013-07-25,-1,-1,16.5,5
2013-07-26,-1,-1,17.1,0
2013-07-27,-1,-1,16.5,8
2013-07-28,-1,-1,17.9,0
2013-07-29,-1,-1,18.7,0
2013-07-30,-1,-1,18.1,8
2013-07-31,1.7,-1,19.3,7
2013-08-01,-1,-1,17.4,8
2013-08-02,-1,-1,18.1,7
2013-08-03,-1,-1,17,3
2013-08-04,-1,-1,18.3,0
2013-08-05,1.7,-1,18,0
2013-08-06,-1,-1,17.4,1
2013-08-07,5.1,-1,18.2,0
2013-08-08,4.8,-1,16.3,8
2013-08-09,-1,-1,11.9,0
2013-08-10,1.8,-1,12.5,7
2013-08-11,-1,-1,12.7,1
2013-08-12,-1,-1,11.9,0
2013-08-13,0.1,-1,13.2,8
2013-08-14,4.6,-1,14.2,8
2013-08-15,0.1,-1,14.1,7
2013-08-16,-1,-1,13,7
2013-08-17,3.1,-1,14.3,1
2013-08-18,0.1,-1,16.5,8
2013-08-19,3.7,-1,15.3,3
2013-08-20,0.2,-1,15.6,7
2013-08-21,5.2,-1,13.4,0
2013-08-22,-1,-1,11.4,7
2013-08-23,-1,-1,10.1,0
2013-08-24,-1,-1,13,0
2013-08-25,-1,-1,9.8,0
2013-08-26,-1,-1,12.2,5
2013-08-27,-1,-1,17.2,7
2013-08-28,-1,-1,14.3,8
2013-08-29,-1,-1,10.5,0
2013-08-30,-1,-1,9.4,5
2013-08-31,-1,-1,8.8,0
2013-09-01,-1,-1,10.4,8
2013-09-02,-1,-1,10.8,5
2013-09-03,-1,-1,10.1,7
2013-09-04,-1,-1,10.3,5
2013-09-05,-1,-1,10.7,1
2013-09-06,-1,-1,12.6,7
2013-09-07,0.3,-1,10.4,5
2013-09-08,-1,-1,7.4,0
2013-09-09,-1,-1,8.1,0
2013-09-10,-1,-1,8.4,0
2013-09-11,0.2,-1,8.9,0
2013-09-12,-1,-1,9.6,7
2013-09-13,-1,-1,7.5,0
2013-09-14,0.4,-1,11.2,5
2013-09-15,-1,-1,11.9,3
2013-09-16,0.1,-1,11.2,7
2013-09-17,0.2,-1,12.7,8
2013-09-18,-1,-1,13.8,8
2013-09-19,-1,-1,11.2,7
2013-09-20,0.5,-1,10.8,7
2013-09-21,0.7,-1,9.2,8
2013-09-22,1.2,-1,7.2,8
2013-09-23,0.6,-1,4.8,1
2013-09-24,-1,-1,3.2,5
2013-09-25,4.1,-1,3,0
2013-09-26,9.5,-1,4.7,8
2013-09-27,0.4,-1,5.2,7
2013-09-28,-1,-1,4.6,8
2013-09-29,-1,-1,0.8,8
2013-09-30,-1,-1,0.5,3
2013-10-01,4.4,-1,0.5,8
2013-10-02,1.8,-1,5.3,8
2013-10-03,0.1,-1,5.1,8
2013-10-04,1.2,-1,6.5,1
2013-10-05,4.5,-1,7.2,7
2013-10-06,2.3,-1,7.2,8
2013-10-07,-1,-1,5.6,7
2013-10-08,-1,-1,4.4,8
2013-10-09,11.2,-1,4.6,7
2013-10-10,-1,-1,5.3,7
2013-10-11,-1,-1,3,7
2013-10-12,2.1,-1,4.8,7
2013-10-13,-1,-1,2.1,7
2013-10-14,1,-1,0.1,1
2013-10-15,-1,-1,0.1,7
2013-10-16,-1,-1,-4.1,8
2013-10-17,0.1,-1,-9.4,0
2013-10-18,1.4,-1,-4.2,8
2013-10-19,0.9,0,-5.1,8
2013-10-20,2.3,-,-0.7,7
2013-10-21,-1,3,-4.6,7
2013-10-22,0.2,2,-1.9,8
2013-10-23,11,3,-1.3,8
2013-10-24,11.6,8,-1.8,8
2013-10-25,9,11,-1,7
2013-10-26,1.9,-,-1.6,8
2013-10-27,1.2,21,-0.2,8
2013-10-28,9.9,19,1.1,8
2013-10-29,4.6,14,1.8,7
2013-10-30,3.3,10,1.4,7
2013-10-31,1.5,10,-1.2,8
2013-11-01,0.8,11,-0.4,8
2013-11-02,-1,12,-2,5
2013-11-03,-1,12,-1.3,8
2013-11-04,1.5,12,-1.7,7
2013-11-05,4.6,13,-0.8,7
2013-11-06,2.1,17,-0.1,8
2013-11-07,0.3,17,-2.3,8
2013-11-08,3,17,-6.2,8
2013-11-09,1,20,-1.5,7
2013-11-10,4.8,20,0.3,8
2013-11-11,0.8,21,-3.5,9
2013-11-12,0.8,21,0,7
2013-11-13,-1,18,1.7,8
2013-11-14,-1,17,-5.3,7
2013-11-15,2.7,17,-10.1,0
2013-11-16,8.2,17,-1.6,8
2013-11-17,0.2,21,-3,9
2013-11-18,2.1,20,-2.5,0
2013-11-19,4.8,20,1.2,7
2013-11-20,-1,20,-3.3,8
2013-11-21,-1,20,-15.3,0
2013-11-22,3.3,20,-8.2,7
2013-11-23,5,24,-1.2,8
2013-11-24,1.1,31,-6.2,7
2013-11-25,-1,32,-5.1,7
2013-11-26,5.6,31,-10.1,7
2013-11-27,5.4,35,-1.7,8
2013-11-28,0.4,38,-2.1,8
2013-11-29,-1,38,-15.2,0
2013-11-30,1.5,38,-12.3,0
2013-12-01,-1,38,-16.7,0
2013-12-02,1.1,37,-21.5,0
2013-12-03,2.5,38,-3.3,8
2013-12-04,1.1,38,-6.4,5
2013-12-05,0.9,39,-8,7
2013-12-06,1.4,37,-7.2,8
2013-12-07,-1,42,-22.1,1
2013-12-08,-1,41,-32.3,0
2013-12-09,-1,41,-33.9,0
2013-12-10,3.9,40,-17.7,7
2013-12-11,1.3,44,-1.5,8
2013-12-12,0.2,41,-1,0
2013-12-13,-1,41,-6.1,8
2013-12-14,-1,41,-18.6,3
2013-12-15,1.5,41,-16.5,0
2013-12-16,4.4,43,-3.8,8
2013-12-17,-1,47,-1.5,8
2013-12-18,-1,45,-5.9,8
2013-12-19,0.5,45,-11.2,1
2013-12-20,5,45,-2.6,7
2013-12-21,2.6,49,-0.6,8
2013-12-22,4,50,-3.3,8
2013-12-23,1.1,53,-4,8
2013-12-24,3,54,-5.7,8
2013-12-25,2.5,56,-0.2,7
2013-12-26,2.9,52,2.2,8
2013-12-27,3.1,46,0.1,8
2013-12-28,2.7,48,2,8
2013-12-29,1.2,43,2.5,8
2013-12-30,1.7,40,1,7
2013-12-31,3.2,39,-0.7,8
2014-01-01,1.1,43,-5.8,8
2014-01-02,0.3,44,-5.2,8
2014-01-03,-1,43,-2.4,8
2014-01-04,0.7,43,-4,7
2014-01-05,0.1,42,-2,7
2014-01-06,0.2,43,-1,8
2014-01-07,6.8,44,-1.9,8
2014-01-08,8,49,-0.8,8
2014-01-09,9.4,58,-10.1,7
2014-01-10,0.4,63,-14,7
2014-01-11,-1,61,-16.7,0
2014-01-12,-1,60,-16.2,8
2014-01-13,-1,58,-27.9,0
2014-01-14,-1,58,-24.5,7
2014-01-15,0.1,58,-28.9,0
2014-01-16,-1,58,-25.3,5
2014-01-17,-1,58,-31.7,1
2014-01-18,-1,58,-29.6,8
2014-01-19,-1,58,-34.9,7
2014-01-20,0.5,57,-27.5,0
2014-01-21,-1,61,-21.6,8
2014-01-22,-1,60,-24.7,9
2014-01-23,0.1,61,-19.7,7
2014-01-24,0.1,61,-16.9,7
2014-01-25,0.1,61,-20.2,0
2014-01-26,0.1,61,-5.1,8
2014-01-27,-1,60,-10.6,8
2014-01-28,-1,60,-21.2,7
2014-01-29,-1,59,-27.7,3
2014-01-30,-1,59,-25.9,8
2014-01-31,-1,60,-35.4,0
2014-02-01,1.4,60,-19.1,0
2014-02-02,3.1,60,-14,8
2014-02-03,0.1,63,-5.7,8
2014-02-04,0.1,63,-1.1,7
2014-02-05,-1,62,-3,8
2014-02-06,-1,62,-6.3,8
2014-02-07,-1,62,-7.5,8
2014-02-08,4.4,62,-4.7,8
2014-02-09,0.4,67,-2,9
2014-02-10,0.1,66,-0.3,8
2014-02-11,6.4,65,-0.2,8
2014-02-12,0.1,70,-0.6,7
2014-02-13,1.1,69,-1.8,8
2014-02-14,0.1,71,-1.5,7
2014-02-15,-1,70,-1.8,7
2014-02-16,0.9,69,-2.6,8
2014-02-17,1.7,70,-2.9,8
2014-02-18,-1,71,-7.2,8
2014-02-19,0.3,70,-6.1,7
2014-02-20,-1,72,-10.5,8
2014-02-21,0.4,71,-13,8
2014-02-22,4.8,72,-7.6,8
2014-02-23,2.6,73,0.2,7
2014-02-24,-1,71,2.8,7
2014-02-25,0.3,65,3.2,8
2014-02-26,-1,63,0.5,8
2014-02-27,0.4,63,-2.5,8
2014-02-28,0.9,63,-1,8
2014-03-01,-1,63,0.2,7
2014-03-02,-1,63,-1.8,8
2014-03-03,0.3,63,-2.7,7
2014-03-04,0.1,63,-1.7,8
2014-03-05,0.1,64,-0.3,8
2014-03-06,0.8,64,0.9,7
2014-03-07,6.1,63,1.5,8
2014-03-08,-1,62,2.2,9
2014-03-09,0.6,60,1.3,1
2014-03-10,-1,60,3.2,8
2014-03-11,-1,59,1.4,3
2014-03-12,-1,59,3.8,8
2014-03-13,4.9,58,-0.5,5
2014-03-14,0.9,61,0.6,8
2014-03-15,0.9,61,-4.3,8
2014-03-16,-1,63,-10.2,7
2014-03-17,-1,63,-13.8,0
2014-03-18,-1,63,-15.8,0
2014-03-19,-1,63,-17.5,0
2014-03-20,4.5,63,-15.7,3
2014-03-21,6.8,67,-7,7
2014-03-22,1.2,75,-7.6,0
2014-03-23,7.3,76,-0.3,5
2014-03-24,-1,82,-0.5,8
2014-03-25,-1,79,-3.3,0
2014-03-26,-1,78,-4.7,0
2014-03-27,-1,78,0.6,7
2014-03-28,-1,76,-1.7,0
2014-03-29,0.6,75,0.8,7
2014-03-30,-1,74,-5,0
2014-03-31,0.2,74,-8.1,0
2014-04-01,-1,73,-3.8,7
2014-04-02,-1,73,-3.1,7
2014-04-03,-1,73,-6.5,7
2014-04-04,-1,73,-7.8,0
2014-04-05,-1,73,-0.9,7
2014-04-06,-1,72,-6,0
2014-04-07,-1,72,-7.3,0
2014-04-08,-1,72,-8,0
2014-04-09,-1,72,-8.6,0
2014-04-10,-1,72,-3.5,0
2014-04-11,0.3,71,1.2,7
2014-04-12,2.6,71,3.1,7
2014-04-13,2.7,65,2.5,9
2014-04-14,3.7,61,2.7,8
2014-04-15,0.1,58,1.8,8
2014-04-16,-1,56,1.5,7
2014-04-17,1.9,54,5,8
2014-04-18,2.3,50,2.6,8
2014-04-19,-1,48,4.9,0
2014-04-20,-1,44,3.8,7
2014-04-21,0.3,42,2.7,1
2014-04-22,-1,40,3.3,7
2014-04-23,-1,38,-0.1,0
2014-04-24,-1,38,3.2,0
2014-04-25,-1,36,3.3,8
2014-04-26,-1,33,2.7,7
2014-04-27,1.5,31,3.2,8
2014-04-28,0.4,28,2.9,8
2014-04-29,18.2,24,-0.8,8
2014-04-30,-1,38,-1.7,8
2014-05-01,-1,35,-2.3,1
2014-05-02,-1,34,-1.2,8
2014-05-03,0.2,33,-0.1,8
2014-05-04,-1,32,-0.3,1
2014-05-05,-1,31,-0.5,0
2014-05-06,-1,30,-1.1,5
2014-05-07,0.7,30,-0.7,7
2014-05-08,-1,30,0,1
2014-05-09,0.4,28,1.7,7
