Date,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],cloud_cover_code
2014-05-10,5,27,1.6,8
2014-05-11,-1,26,4.3,7
2014-05-12,2,22,5.1,8
2014-05-13,-1,16,3.9,8
2014-05-14,-1,12,1.4,8
2014-05-15,-1,10,2,0
2014-05-16,3.9,7,3.8,7
2014-05-17,-1,3,10.6,5
2014-05-18,-1,-1,11.3,7
2014-05-19,1,-1,14.5,0
2014-05-20,-1,-1,16.4,7
2014-05-21,-1,-1,14.7,7
2014-05-22,2.9,-1,15.7,0
2014-05-23,-1,-1,16.1,7
2014-05-24,3.1,-1,15.3,7
2014-05-25,-1,-1,10.2,7
2014-05-26,-1,-1,4.8,7
2014-05-27,0.1,-1,5.4,8
2014-05-28,-1,-1,6.6,8
2014-05-29,-1,-1,10.2,0
2014-05-30,1.6,-1,10.4,0
2014-05-31,8.4,-1,11.4,7
2014-06-01,2.7,-1,8.3,7
2014-06-02,-1,-1,8.9,0
2014-06-03,-1,-1,13.4,0
2014-06-04,-1,-1,14.6,0
2014-06-05,-1,-1,17.8,0
2014-06-06,1.2,-1,19.1,5
2014-06-07,7.7,-1,18.9,7
2014-06-08,0.5,-1,12.2,7
2014-06-09,-1,-1,9.3,8
2014-06-10,-1,-1,11.6,7
2014-06-11,-1,-1,13.1,7
2014-06-12,0.2,-1,15.9,8
2014-06-13,0.2,-1,9.7,7
2014-06-14,0.3,-1,7.4,3
2014-06-15,6.6,-1,8.7,1
2014-06-16,12.8,-1,6.5,7
2014-06-17,-1,-1,4.2,8
2014-06-18,-1,-1,7,7
2014-06-19,-1,-1,5.8,5
2014-06-20,3.8,-1,4.4,1
2014-06-21,2.4,-1,6.8,8
2014-06-22,7.1,-1,8,0
2014-06-23,-1,-1,12.4,8
2014-06-24,-1,-1,8,0
2014-06-25,-1,-1,6.9,0
2014-06-26,0.1,-1,6.1,8
2014-06-27,0.1,-1,6.7,8
2014-06-28,-1,-1,8.4,8
2014-06-29,-1,-1,10.9,3
2014-06-30,-1,-1,13.7,3
2014-07-01,0.6,-1,14.2,7
2014-07-02,6.4,-1,10.8,0
2014-07-03,6.6,-1,10.6,7
2014-07-04,0.7,-1,13.4,7
2014-07-05,3.1,-1,13.8,8
2014-07-06,-1,-1,17,7
2014-07-07,-1,-1,20,7
2014-07-08,0.1,-1,21.2,1
2014-07-09,0.6,-1,16.3,7
2014-07-10,-1,-1,14.1,0
2014-07-11,-1,-1,18.6,0
2014-07-12,-1,-1,19.9,0
2014-07-13,-1,-1,19,0
2014-07-14,-1,-1,21.2,0
2014-07-15,-1,-1,19.9,0
2014-07-16,0.1,-1,14.8,5
2014-07-17,-1,-1,14.3,8
2014-07-18,-1,-1,17,7
2014-07-19,-1,-1,19.1,0
2014-07-20,-1,-1,19.8,8
2014-07-21,8.4,-1,19.3,1
2014-07-22,1.5,-1,19.2,1
2014-07-23,-1,-1,20.1,1
2014-07-24,-1,-1,20.5,7
2014-07-25,-1,-1,20.2,7
2014-07-26,-1,-1,19.5,0
2014-07-27,0.2,-1,19.5,0
2014-07-28,13.3,-1,19.3,8
2014-07-29,0.1,-1,13.8,8
2014-07-30,2.3,-1,12.7,8
2014-07-31,41.8,-1,15.7,3
2014-08-01,4.3,-1,18.7,3
2014-08-02,0.1,-1,16.6,7
2014-08-03,-1,-1,17.3,0
2014-08-04,-1,-1,20.4,0
2014-08-05,-1,-1,22,0
2014-08-06,-1,-1,21.4,0
2014-08-07,-1,-1,21.3,0
2014-08-08,-1,-1,20,1
2014-08-09,5.1,-1,17.2,1
2014-08-10,6.1,-1,11.4,8
2014-08-11,-1,-1,14.8,8
2014-08-12,18.1,-1,15.2,3
2014-08-13,0.1,-1,15.6,1
2014-08-14,-1,-1,15.1,0
2014-08-15,0.1,-1,13.2,0
2014-08-16,-1,-1,11,7
2014-08-17,1.2,-1,8.6,7
2014-08-18,6.8,-1,11.6,1
2014-08-19,5.9,-1,13.7,7
2014-08-20,5,-1,13.8,8
2014-08-21,1.5,-1,11.9,7
2014-08-22,3.9,-1,11.6,8
2014-08-23,2.2,-1,11.8,8
2014-08-24,0.5,-1,11.8,8
2014-08-25,1,-1,12.2,7
2014-08-26,6.3,-1,12.7,7
2014-08-27,1.4,-1,12.6,7
2014-08-28,-1,-1,11.1,8
2014-08-29,-1,-1,8.3,7
2014-08-30,-1,-1,8.4,8
2014-08-31,-1,-1,8.4,0
2014-09-01,-1,-1,8.1,0
2014-09-02,-1,-1,10.7,1
2014-09-03,-1,-1,11.6,0
2014-09-04,-1,-1,13.5,7
2014-09-05,0.3,-1,11.9,8
2014-09-06,-1,-1,9.1,8
2014-09-07,0.3,-1,8.5,3
2014-09-08,0.1,-1,11.9,8
2014-09-09,1.7,-1,13.3,8
2014-09-10,-1,-1,13.6,5
2014-09-11,0.3,-1,13,1
2014-09-12,-1,-1,10.2,8
2014-09-13,-1,-1,6.6,3
2014-09-14,-1,-1,8.4,5
2014-09-15,-1,-1,5.1,0
2014-09-16,-1,-1,6.5,8
2014-09-17,-1,-1,7.2,3
2014-09-18,2,-1,8.1,7
2014-09-19,8,-1,6.6,8
2014-09-20,1.7,-1,9.5,8
2014-09-21,2.5,-1,7.1,8
2014-09-22,-1,-1,-0.6,5
2014-09-23,1.5,-1,0,0
2014-09-24,17.6,0,1.5,7
2014-09-25,0.2,0,2.5,8
2014-09-26,8.2,-1,5.6,5
2014-09-27,0.8,-1,7.9,8
2014-09-28,3.3,-1,6.3,8
2014-09-29,-1,-1,5.9,8
2014-09-30,0.1,-1,3.1,8
2014-10-01,-1,-1,-0.1,1
2014-10-02,1.3,-1,4.1,5
2014-10-03,-1,-1,2.5,7
2014-10-04,-1,-1,1.7,0
2014-10-05,-1,-1,2.3,5
2014-10-06,-1,-1,2.8,8
2014-10-07,-1,-1,1.2,8
2014-10-08,0.3,-1,1.4,8
2014-10-09,-1,-1,-0.1,8
2014-10-10,0.2,-1,-0.9,0
2014-10-11,3.5,-1,0.8,8
2014-10-12,-1,0,0.2,8
2014-10-13,0.2,-1,-1.1,8
2014-10-14,0.1,-1,-5,7
2014-10-15,-1,-1,-8.3,0
2014-10-16,-1,-1,-7.8,0
2014-10-17,-1,0,-6.5,1
2014-10-18,-1,0,-3.7,8
2014-10-19,0.3,-1,-0.3,8
2014-10-20,-1,-1,-1,8
2014-10-21,-1,0,-7.2,8
2014-10-22,-1,0,-13.3,0
2014-10-23,-1,0,-13.1,0
2014-10-24,6.5,2,-4.5,1
2014-10-25,5.6,9,-0.4,8
2014-10-26,1.7,5,3.2,8
2014-10-27,1.8,0,5.7,8
2014-10-28,9.6,-1,2,0
2014-10-29,0.9,-1,4.9,8
2014-10-30,0.8,-1,0.6,0
2014-10-31,-1,0,-3.6,3
2014-11-01,1.6,0,-9.6,0
2014-11-02,1.1,2,-3.3,7
2014-11-03,4.3,2,3.4,8
2014-11-04,0.3,-1,0.2,7
2014-11-05,-1,0,-8.9,8
2014-11-06,-1,0,-15.2,0
2014-11-07,-1,0,-17,0
2014-11-08,-1,0,-9.4,0
2014-11-09,0.7,0,-1.7,8
2014-11-10,3.6,-1,4,8
2014-11-11,8.8,0,0.5,8
2014-11-12,-1,5,-3.6,8
2014-11-13,-1,-,-12.7,3
2014-11-14,-1,-,-15.3,7
2014-11-15,1.6,-,-17.7,8
2014-11-16,0.1,-,-5.3,8
2014-11-17,1,-,-1.8,8
2014-11-18,-1,-,0.2,8
2014-11-19,0.2,8,-2.2,8
2014-11-20,0.4,8,-1.5,8
2014-11-21,0.1,8,-1.8,8
2014-11-22,-1,8,-5,8
2014-11-23,0.1,9,-7.7,9
2014-11-24,7.4,9,-1.5,8
2014-11-25,0.4,-,-0.8,8
2014-11-26,-1,17,0.2,8
2014-11-27,-1,16,-7.3,8
2014-11-28,0.4,16,-3.6,8
2014-11-29,0.3,16,0,8
2014-11-30,0.1,15,-4.3,8
2014-12-01,0.5,15,-9.8,8
2014-12-02,14.9,-,-5.4,8
2014-12-03,5.3,31,-1.9,8
2014-12-04,-1,33,-7,8
2014-12-05,0.7,31,-5.2,8
2014-12-06,1.9,31,-0.6,7
2014-12-07,1.8,30,-1.8,0
2014-12-08,0.7,30,1.3,8
2014-12-09,0.1,27,-0.1,7
2014-12-10,0.4,27,-0.6,7
2014-12-11,0.3,27,0.6,9
2014-12-12,1,26,-0.3,8
2014-12-13,-1,27,-1.8,8
2014-12-14,0.3,26,-4.1,8
2014-12-15,0.5,26,-0.6,8
2014-12-16,3.2,27,-0.8,7
2014-12-17,0.2,31,-3,8
2014-12-18,-1,31,-6,8
2014-12-19,1.5,30,-8.8,8
2014-12-20,3.7,31,-4.1,8
2014-12-21,0.1,36,-6.9,8
2014-12-22,-1,35,-7.2,8
2014-12-23,-1,34,-20.7,5
2014-12-24,-1,33,-24.2,8
2014-12-25,-1,32,-21.6,8
2014-12-26,-1,32,-26.4,8
2014-12-27,-1,32,-28.9,3
2014-12-28,-1,32,-25.9,8
2014-12-29,1.2,32,-19.3,8
2014-12-30,5.3,36,-10.1,8
2014-12-31,0.7,39,-9.1,8
2015-01-01,0.1,39,-3.8,8
2015-01-02,4.4,38,-0.4,9
2015-01-03,0.4,41,-5.8,8
2015-01-04,-1,44,-14.8,8
2015-01-05,-1,43,-26.5,7
2015-01-06,1.4,43,-30.7,0
2015-01-07,3.6,44,-10,8
2015-01-08,0.8,45,-4.8,8
2015-01-09,0.7,45,-7.3,8
2015-01-10,-1,47,-16.6,7
2015-01-11,-1,46,-24.5,1
2015-01-12,0.4,46,-34,3
2015-01-13,0.2,46,-19.7,8
2015-01-14,1,48,-15.6,8
2015-01-15,0.1,51,-12,8
2015-01-16,3.6,49,-4.2,8
2015-01-17,4.7,50,-1.1,8
2015-01-18,0.9,55,-6.2,8
2015-01-19,-1,55,-26.6,7
2015-01-20,-1,54,-26.6,7
2015-01-21,-1,54,-26.4,0
2015-01-22,-1,53,-23.4,5
2015-01-23,-1,52,-23.8,9
2015-01-24,1.3,53,-22.9,7
2015-01-25,0.8,54,-4.4,8
2015-01-26,2.6,52,-3.2,8
2015-01-27,0.1,55,-2.1,8
2015-01-28,12.4,54,-2.9,8
2015-01-29,8.2,68,-6.7,8
2015-01-30,3.8,75,-10.4,9
2015-01-31,0.3,77,-7.5,8
2015-02-01,1.8,75,-9.3,8
2015-02-02,0.1,72,-12.9,8
2015-02-03,1.4,71,-13.5,8
2015-02-04,0.1,73,-17,8
2015-02-05,2.7,71,-12,8
2015-02-06,-1,73,-8.4,8
2015-02-07,0.5,71,-6.3,7
2015-02-08,-1,71,-13.7,5
2015-02-09,0.5,70,-17.3,1
2015-02-10,3,69,0.7,7
2015-02-11,0.2,68,1.3,8
2015-02-12,0.4,67,-0.4,7
2015-02-13,-1,66,-7.2,0
2015-02-14,-1,66,-16.2,8
2015-02-15,-1,65,-21.3,0
2015-02-16,-1,65,-5.4,1
2015-02-17,0.4,65,-2.7,8
2015-02-18,-1,65,-3.2,7
2015-02-19,6.9,64,-3.1,3
2015-02-20,-1,64,0.9,8
2015-02-21,-1,63,0.3,5
2015-02-22,2.2,63,-0.7,8
2015-02-23,-1,64,-3,8
2015-02-24,0.5,63,-0.2,7
2015-02-25,0.9,64,1.2,8
2015-02-26,0.3,63,1.1,8
2015-02-27,-1,61,-0.1,8
2015-02-28,-1,61,-0.7,8
2015-03-01,0.1,60,0.7,8
2015-03-02,0.5,60,1.1,7
2015-03-03,3.4,59,0.4,8
2015-03-04,2.5,62,0.1,8
2015-03-05,-1,65,-0.4,8
2015-03-06,0.5,63,-0.9,8
2015-03-07,1.7,64,0.3,1
2015-03-08,0.2,66,1.7,8
2015-03-09,-1,63,1.1,8
2015-03-10,4.6,62,-1.4,0
2015-03-11,-1,69,-2.5,7
2015-03-12,-1,67,-2.4,0
2015-03-13,-1,67,0.1,0
2015-03-14,-1,67,0.3,0
2015-03-15,-1,67,-2.7,0
2015-03-16,-1,66,-1,0
2015-03-17,-1,66,1.2,0
2015-03-18,0.2,65,-0.3,1
2015-03-19,1.1,65,0.5,3
2015-03-20,1.9,65,-4.6,0
2015-03-21,-1,66,-10.3,1
2015-03-22,3.4,66,-12.5,0
2015-03-23,0.7,71,-4.6,8
2015-03-24,0.8,71,-8.1,8
2015-03-25,-1,72,-10.6,0
2015-03-26,-1,71,-5.9,7
2015-03-27,0.1,71,-5.9,0
2015-03-28,3.9,70,0.1,8
2015-03-29,0.3,70,0.5,7
2015-03-30,2.3,69,0.3,8
2015-03-31,3.3,71,-0.1,7
2015-04-01,2.1,71,1.3,9
2015-04-02,3.8,70,-1.3,8
2015-04-03,0.9,72,0.1,7
2015-04-04,-1,70,0.6,8
2015-04-05,-1,70,-0.8,7
2015-04-06,0.3,70,-1.3,0
2015-04-07,0.3,69,2.6,8
2015-04-08,-1,67,3.1,7
2015-04-09,7,64,1.2,7
2015-04-10,5.5,67,-0.8,8
2015-04-11,-1,72,-0.6,5
2015-04-12,-1,68,1.2,0
2015-04-13,0.5,65,2.6,7
2015-04-14,-1,63,3.2,8
2015-04-15,2.9,60,1.4,8
2015-04-16,0.3,60,0.7,8
2015-04-17,-1,59,1.3,1
2015-04-18,1.3,58,1.7,8
2015-04-19,0.5,55,2.7,7
2015-04-20,0.1,52,2.6,8
2015-04-21,0.5,49,3.5,5
2015-04-22,0.7,45,1.4,7
2015-04-23,0.7,43,0.9,0
2015-04-24,-1,40,-1.7,7
2015-04-25,-1,42,-3.3,0
2015-04-26,-1,41,-1.4,0
2015-04-27,0.2,41,-0.2,0
2015-04-28,0.1,38,2.1,1
2015-04-29,-1,37,0.4,1
2015-04-30,-1,37,0.3,7
2015-05-01,-1,36,4,0
2015-05-02,7.7,31,3.7,7
2015-05-03,1.7,32,1.3,7
2015-05-04,-1,29,1.2,8
2015-05-05,-1,28,4,0
2015-05-06,0.4,25,7.3,8
2015-05-07,1.5,18,8.5,7
2015-05-08,1.7,9,8.3,7
2015-05-09,0.1,3,6.3,8
2015-05-10,2.8,0,7,8
2015-05-11,6.1,0,4.6,7
2015-05-12,3.5,-1,5.7,7
2015-05-13,14.2,-1,5.1,8
2015-05-14,5.6,-1,6.4,8
2015-05-15,0.4,-1,3.7,8
2015-05-16,-1,-1,3.6,0
2015-05-17,-1,-1,3.2,8
2015-05-18,0.4,-1,4.9,0
2015-05-19,-1,-1,9.1,7
2015-05-20,0.3,-1,9,7
2015-05-21,-1,-1,9,5
2015-05-22,0.9,-1,10,0
2015-05-23,2.2,-1,8,7
2015-05-24,0.6,-1,5.4,8
2015-05-25,-1,-1,7.7,7
2015-05-26,-1,-1,8.8,0
2015-05-27,6.7,-1,8.8,0
2015-05-28,-1,-1,10.6,8
2015-05-29,0.5,-1,12.9,8
2015-05-30,-1,-1,12.5,7
2015-05-31,10.2,-1,12.4,1
2015-06-01,1.9,-1,9.4,7
2015-06-02,0.1,-1,11.6,7
2015-06-03,12,-1,8.6,7
2015-06-04,0.6,-,8.1,8
2015-06-05,-1,-1,8.3,8
2015-06-06,16.5,-1,9.8,1
2015-06-07,4.8,-1,8.1,8
2015-06-08,-1,-1,6.1,1
2015-06-09,-1,-1,9.6,7
2015-06-10,6.6,-1,8.7,7
2015-06-11,0.9,-1,8,7
2015-06-12,0.1,-1,9.6,3
2015-06-13,11.8,-1,9.3,7
2015-06-14,3.8,-1,10.1,7
2015-06-15,23.6,-1,6.4,5
2015-06-16,4.3,-1,6,8
2015-06-17,0.3,-1,7.3,8
2015-06-18,-1,-1,9.6,0
2015-06-19,0.2,-1,10.5,7
2015-06-20,-1,-1,10.9,7
2015-06-21,2.3,-1,10.2,0
2015-06-22,-1,-1,16.5,7
2015-06-23,0.3,-1,13.4,5
2015-06-24,3.9,-1,14.4,8
2015-06-25,6.4,-1,13.1,8
2015-06-26,0.2,-1,12,8
2015-06-27,26.6,-1,12,8
2015-06-28,1.9,-1,11.7,8
2015-06-29,-1,-1,14.7,7
2015-06-30,-1,-1,14.1,0
2015-07-01,1,-1,13.3,1
2015-07-02,2.9,-1,12.4,1
2015-07-03,1.8,-1,14.3,8
2015-07-04,0.4,-1,12.6,7
2015-07-05,0.2,-1,8.3,7
2015-07-06,-1,-1,9.7,0
2015-07-07,-1,-1,12,1
2015-07-08,-1,-1,15,8
2015-07-09,-1,-1,15,1
2015-07-10,-1,-1,12.9,7
2015-07-11,-1,-1,9.2,0
2015-07-12,-1,-1,9.6,8
2015-07-13,-1,-1,10.1,0
2015-07-14,-1,-1,9.1,8
2015-07-15,-1,-1,8.9,7
2015-07-16,0.2,-1,12,0
2015-07-17,0.7,-1,13,7
2015-07-18,-1,-1,14.9,0
2015-07-19,7.9,-1,13.4,7
2015-07-20,-1,-1,14.5,8
2015-07-21,5.6,-1,12.3,7
2015-07-22,1.8,-1,11.9,7
2015-07-23,4.6,-1,12.6,8
2015-07-24,1,-1,11.3,0
2015-07-25,6.4,-1,10.9,8
2015-07-26,2.8,-1,12.3,8
2015-07-27,12.3,-1,11,7
2015-07-28,16.8,-1,14.4,7
2015-07-29,8.7,-1,14.9,8
2015-07-30,5.5,-1,15.5,7
2015-07-31,11.7,-1,13.3,8
2015-08-01,1.4,-1,11.6,8
2015-08-02,-1,-1,13.2,7
2015-08-03,1.2,-1,13.2,8
2015-08-04,-1,-1,12,7
2015-08-05,-1,-1,13.3,8
2015-08-06,1.1,-1,15,1
2015-08-07,7.4,-1,14.7,8
2015-08-08,11.9,-1,14.8,7
2015-08-09,-1,-1,13,8
2015-08-10,0.1,-1,12.1,7
2015-08-11,21.1,-1,15,7
2015-08-12,-1,-1,15.4,7
2015-08-13,-1,-1,12.2,7
2015-08-14,0.8,-1,9.7,8
2015-08-15,-1,-1,10.4,1
2015-08-16,-1,-1,10.6,0
2015-08-17,-1,-1,12.2,0
2015-08-18,-1,-1,13.8,0
2015-08-19,-1,-1,15.1,0
2015-08-20,-1,-1,15.4,0
2015-08-21,-1,-1,13.7,0
2015-08-22,-1,-1,14.6,0
2015-08-23,-1,-1,14.5,0
2015-08-24,-1,-1,16,0
2015-08-25,0.2,-1,14.6,0
2015-08-26,4.8,-1,14.3,5
2015-08-27,0.2,-1,12.3,8
2015-08-28,18,-1,10.3,8
2015-08-29,6.9,-1,10.8,8
2015-08-30,-1,-1,10.6,8
2015-08-31,0.3,-1,11.7,1
2015-09-01,1.1,-1,10.2,7
2015-09-02,-1,-1,4.4,0
2015-09-03,-1,-1,5,0
2015-09-04,1.2,-1,7.9,0
2015-09-05,3.4,-1,10.6,5
2015-09-06,4.8,-1,10,8
2015-09-07,0.4,-1,10.6,8
2015-09-08,0.6,-1,8,8
2015-09-09,-1,-1,9.9,8
2015-09-10,-1,-1,9.2,0
2015-09-11,-1,-1,9.6,0
2015-09-12,-1,-1,9.6,0
2015-09-13,-1,-1,8,0
2015-09-14,-1,-1,8.5,0
2015-09-15,-1,-1,9.8,3
2015-09-16,2.3,-1,9.2,8
2015-09-17,1.9,-1,10.7,8
2015-09-18,17.6,-1,11.4,7
2015-09-19,1.1,-1,12.4,8
2015-09-20,0.6,-1,11.6,7
2015-09-21,2.9,-1,9.8,8
2015-09-22,18.9,-1,9.2,7
2015-09-23,2.1,-1,10.7,8
2015-09-24,9.6,-1,10.6,8
2015-09-25,0.8,-1,10.4,7
2015-09-26,1.5,-1,9.5,3
2015-09-27,1.7,-1,8.2,8
2015-09-28,-1,-1,6.9,5
2015-09-29,0.3,-1,5.4,8
2015-09-30,0.2,-1,8.6,7
2015-10-01,-1,-1,4,7
2015-10-02,9,-1,1.2,3
2015-10-03,2.3,-1,1.8,8
2015-10-04,8.6,-1,2.1,8
2015-10-05,0.1,-1,1,8
2015-10-06,-1,-1,-1.1,7
2015-10-07,-1,-1,-1.7,1
2015-10-08,-1,-1,-1.7,0
2015-10-09,-1,-1,0.3,0
2015-10-10,-1,-1,-0.5,8
2015-10-11,-1,-1,-2.4,0
2015-10-12,-1,-1,0.9,0
2015-10-13,-1,-1,5.4,8
2015-10-14,-1,-1,3,8
2015-10-15,-1,-1,4.9,8
2015-10-16,0.4,-1,5.6,7
2015-10-17,-1,-1,4.7,8
2015-10-18,0.4,-1,2.7,7
2015-10-19,0.4,-1,3.5,8
2015-10-20,0.7,-1,5.9,8
2015-10-21,3.7,-1,4.7,8
2015-10-22,5,-1,6.5,8
2015-10-23,1.5,-1,6.8,7
2015-10-24,-1,-1,1.1,8
2015-10-25,0.7,-1,5,7
2015-10-26,2,-1,2.4,8
2015-10-27,0.5,0,-2.5,8
2015-10-28,-1,3,-3.6,0
2015-10-29,-1,3,-5.1,0
2015-10-30,-1,3,-2.6,8
2015-10-31,4,3,1.1,8
2015-11-01,0.1,-1,4.7,8
2015-11-02,-1,-1,3.3,7
2015-11-03,-1,-1,1.8,7
2015-11-04,1.2,-1,2.7,1
2015-11-05,-1,-1,-0.8,0
2015-11-06,9.7,-1,-2.6,8
2015-11-07,3,12,-0.8,8
2015-11-08,7.1,11,0,8
2015-11-09,0.6,15,-0.3,9
2015-11-10,4,14,-0.4,8
2015-11-11,7.9,18,-2.1,7
2015-11-12,3.3,28,-3.6,9
2015-11-13,0.3,30,-4.7,7
2015-11-14,1.2,28,-1.3,8
2015-11-15,1.8,27,-2.3,8
2015-11-16,0.3,29,-4.4,8
2015-11-17,0.5,28,-3.2,8
2015-11-18,-1,26,-3,9
2015-11-19,-1,26,-4.3,8
2015-11-20,-1,25,-5.4,8
2015-11-21,0.2,25,-4.3,8
2015-11-22,0.5,24,-6.3,8
2015-11-23,-1,22,-8,8
2015-11-24,-1,23,-5.3,3
2015-11-25,1.9,23,0.3,8
2015-11-26,4,21,1.3,8
2015-11-27,0.2,22,1.5,9
2015-11-28,5.5,19,3.9,8
2015-11-29,0.6,13,0.6,8
2015-11-30,1.3,13,-0.5,7
2015-12-01,2.1,13,-2.6,8
2015-12-02,0.1,16,-4,8
2015-12-03,4.7,15,-2.3,8
2015-12-04,1.4,21,-2,1
2015-12-05,5,21,-3.7,7
2015-12-06,0.4,27,0.1,8
2015-12-07,-1,26,-2.8,7
2015-12-08,2,25,-7.5,0
2015-12-09,6.5,26,-3.1,8
2015-12-10,-1,28,-1.4,8
2015-12-11,0.2,27,-4.2,8
2015-12-12,2.9,27,-3.2,8
2015-12-13,-1,29,-12.8,8
2015-12-14,-1,29,-20.4,0
2015-12-15,1.6,29,-11.5,7
2015-12-16,-1,32,-23.1,0
2015-12-17,-1,31,-27.2,0
2015-12-18,8.2,31,-11.2,8
2015-12-19,1.5,40,-5.9,8
2015-12-20,0.8,40,-4.9,8
2015-12-21,0.8,40,0.4,8
2015-12-22,1.7,38,-0.9,8
2015-12-23,-1,36,-17,8
2015-12-24,1,36,-9.5,7
2015-12-25,4.5,38,0.9,8
2015-12-26,0.9,37,-3.9,7
2015-12-27,-1,37,-16.1,7
2015-12-28,-1,37,-23.8,8
2015-12-29,-1,37,-24.6,3
2015-12-30,0.1,37,-6.7,8
2015-12-31,-1,37,-2.5,8
2016-01-01,-1,37,-6.1,8
2016-01-02,0.2,36,-15.2,8
2016-01-03,0.1,37,-11,8
2016-01-04,-1,37,-22.4,0
2016-01-05,0.1,38,-20.3,7
2016-01-06,-1,39,-35,0
2016-01-07,0.8,39,-29.2,3
2016-01-08,0.8,39,-23.7,7
2016-01-09,0.3,40,-21.5,7
2016-01-10,-1,42,-29.9,8
2016-01-11,-1,43,-29.2,3
2016-01-12,-1,43,-33.7,1
2016-01-13,0.6,43,-25.4,7
2016-01-14,2.2,43,-11.9,7
2016-01-15,1.5,45,-16,5
2016-01-16,0.3,46,-16.3,8
2016-01-17,0.8,47,-27.2,1
2016-01-18,0.2,49,-18.9,7
2016-01-19,-1,49,-34.5,7
2016-01-20,-1,48,-36.8,1
2016-01-21,-1,48,-33.5,8
2016-01-22,1.3,48,-20.2,8
2016-01-23,0.2,50,-6.8,8
2016-01-24,1.4,49,-9.8,8
2016-01-25,4.7,52,-15.8,8
2016-01-26,8.5,61,-10.7,8
2016-01-27,1.1,66,-3.5,9
2016-01-28,0.2,64,-2.8,8
2016-01-29,0.3,63,-13.9,8
2016-01-30,3.1,63,-4.7,8
2016-01-31,4.5,64,-1.1,8
2016-02-01,0.1,69,-4.1,8
2016-02-02,-1,67,-5.5,8
2016-02-03,-1,66,-6.5,7
2016-02-04,0.1,64,-10.1,8
2016-02-05,-1,65,-15.2,5
2016-02-06,1.9,65,-7.7,8
2016-02-07,2.3,66,-3.8,8
2016-02-08,0.9,66,1.7,8
2016-02-09,2.5,62,1,8
2016-02-10,3.4,61,1.1,7
2016-02-11,4.2,61,0.8,7
2016-02-12,6.7,61,-0.5,8
2016-02-13,1.5,69,-1.5,8
2016-02-14,3.4,68,-3.7,7
2016-02-15,1.8,72,-2.4,7
2016-02-16,-1,71,-6.2,8
2016-02-17,-1,69,-10.5,0
2016-02-18,0.3,69,-3.4,8
2016-02-19,0.1,67,-1.7,8
2016-02-20,1.5,67,-1.6,8
2016-02-21,2.6,69,-3.1,7
2016-02-22,1.5,72,-6.2,8
2016-02-23,0.4,73,-7.7,8
2016-02-24,0.8,73,-10.7,8
2016-02-25,1.5,74,-7.3,9
2016-02-26,0.2,76,-10,9
2016-02-27,-1,76,-7,8
2016-02-28,-1,75,-7.7,8
2016-02-29,-1,73,-12.3,8
2016-03-01,-1,73,-5.6,8
2016-03-02,-1,73,-6.1,8
2016-03-03,-1,72,-8.5,8
2016-03-04,0.1,72,-8.2,7
2016-03-05,1.7,71,-4.6,8
2016-03-06,0.3,74,-2.9,8
2016-03-07,1.4,75,-3.2,8
2016-03-08,0.1,76,-1,8
2016-03-09,-1,75,-2.7,8
2016-03-10,0.3,74,-2.9,7
2016-03-11,-1,74,-1.5,8
2016-03-12,-1,74,-1.4,7
2016-03-13,1.5,73,-3,8
2016-03-14,-1,75,-2.5,7
2016-03-15,-1,74,3.3,8
2016-03-16,-1,72,2.2,0
2016-03-17,0.1,71,-5,1
2016-03-18,-1,71,-7,1
2016-03-19,-1,71,-7.9,0
2016-03-20,-1,71,-8.2,5
2016-03-21,-1,70,-12.2,0
2016-03-22,-1,70,-10.2,1
2016-03-23,0.3,71,-9.2,1
2016-03-24,0.9,70,-7.3,8
2016-03-25,1,70,-7.4,0
2016-03-26,1,72,0.5,7
2016-03-27,-1,71,3.1,8
2016-03-28,-1,70,2.7,7
2016-03-29,-1,69,0.9,0
2016-03-30,0.4,67,1.4,1
2016-03-31,-1,66,0.2,3
2016-04-01,-1,65,1.6,0
2016-04-02,-1,64,0.6,0
2016-04-03,-1,64,0.5,8
2016-04-04,-1,63,-0.3,1
2016-04-05,3.4,63,1.3,8
2016-04-06,8.2,64,0.9,8
2016-04-07,4.8,63,2.9,8
2016-04-08,2.7,59,2.4,8
2016-04-09,0.6,55,2.1,8
2016-04-10,-1,54,1.3,8
2016-04-11,-1,51,1.5,7
2016-04-12,-1,51,1.7,8
2016-04-13,0.8,49,-2.6,8
2016-04-14,-1,50,-4.4,0
2016-04-15,-1,50,-4.1,0
2016-04-16,-1,49,-1.2,0
2016-04-17,3.9,49,4.7,8
2016-04-18,1.7,46,2.5,8
2016-04-19,7.7,44,1.9,8
2016-04-20,1.4,45,1.2,7
2016-04-21,1.1,42,0.4,7
2016-04-22,-1,42,-0.4,1
2016-04-23,-1,42,-0.7,7
2016-04-24,-1,42,-0.5,8
2016-04-25,0.8,42,0,0
2016-04-26,0.5,40,4.3,8
2016-04-27,0.7,34,9,1
2016-04-28,-1,24,6.8,8
2016-04-29,-1,16,7.5,8
2016-04-30,-1,9,8,1
2016-05-01,-1,3,5.9,7
2016-05-02,3.7,-1,5.6,5
2016-05-03,-1,-1,5.6,7
2016-05-04,-1,-1,7.5,0
2016-05-05,-1,-1,9.2,1
2016-05-06,-1,-1,8.7,3
